

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working?,Husbands_occupation,Standard-of-living_index,Media_exposure)
    52        2:2        2:2       0.674 (36,2,1,6,1,1,2,1,0)
    53        2:2        2:2       0.477 (34,4,4,6,1,1,3,4,0)
    54        2:2        3:3   +   0.451 (37,4,4,3,1,1,1,4,0)
    55        2:2        2:2       0.531 (34,4,4,4,1,1,2,4,0)
    56        2:2        1:1   +   0.52 (38,2,2,8,1,1,2,2,0)
    57        2:2        2:2       0.679 (48,4,4,7,1,0,1,4,0)
    58        2:2        3:3   +   0.469 (27,3,3,1,1,0,3,4,0)
    59        2:2        2:2       0.554 (36,4,4,3,1,1,1,4,0)
    60        2:2        2:2       0.564 (47,4,4,4,0,1,2,4,0)
    61        2:2        3:3   +   0.54 (24,4,4,2,1,1,2,4,0)
    62        2:2        3:3   +   0.558 (21,4,4,1,1,1,1,4,0)
    63        2:2        3:3   +   0.662 (33,2,2,6,1,0,3,4,0)
    64        2:2        3:3   +   0.667 (26,3,3,2,1,1,3,2,0)
    65        2:2        3:3   +   0.415 (23,4,4,1,1,1,3,4,0)
    66        2:2        3:3   +   0.648 (30,2,2,7,1,1,3,4,0)
    67        2:2        2:2       0.585 (40,4,4,4,1,1,1,4,0)
    68        3:3        3:3       0.733 (24,2,3,5,1,1,3,3,0)
    69        3:3        3:3       0.553 (24,3,4,4,1,1,3,1,0)
    70        3:3        3:3       0.459 (26,4,4,1,1,1,3,3,0)
    71        3:3        3:3       0.537 (26,4,4,4,1,1,3,4,0)
    72        3:3        3:3       0.838 (22,3,3,2,1,1,3,1,0)
    73        3:3        3:3       0.656 (33,2,4,3,1,1,3,4,0)
    74        3:3        3:3       0.566 (35,3,2,9,1,0,3,4,0)
    75        3:3        2:2   +   0.709 (35,4,4,4,1,1,1,4,0)
    76        3:3        2:2   +   0.649 (35,3,4,4,1,0,1,4,0)
    77        3:3        3:3       0.491 (24,3,4,2,1,1,3,3,0)
    78        3:3        3:3       0.626 (27,4,4,4,1,1,3,3,0)
    79        3:3        3:3       0.582 (24,3,3,2,1,1,3,3,0)
    80        3:3        2:2   +   0.798 (44,4,4,4,0,1,2,3,0)
    81        3:3        3:3       0.581 (29,2,4,4,1,0,2,4,0)
    82        3:3        2:2   +   0.536 (35,3,4,5,1,1,1,4,0)
    83        3:3        3:3       0.4 (24,2,4,2,1,1,1,4,0)
    84        3:3        3:3       0.566 (27,2,2,3,1,1,2,2,1)
    85        3:3        3:3       0.493 (23,4,4,2,1,0,2,4,0)
    86        3:3        3:3       0.609 (24,2,4,3,1,1,3,3,0)
    87        3:3        3:3       0.624 (28,4,4,4,1,1,3,4,0)
    88        3:3        3:3       0.482 (31,3,3,3,1,1,3,1,1)
    89        3:3        3:3       0.86 (29,1,3,5,1,1,3,3,0)
    90        3:3        2:2   +   0.568 (36,4,4,2,1,0,1,4,0)
    91        3:3        2:2   +   0.524 (36,4,4,3,0,0,2,4,0)
    92        3:3        3:3       0.498 (30,4,4,2,1,1,1,4,0)
    93        3:3        3:3       0.5 (37,4,4,5,0,0,2,4,0)
    94        3:3        3:3       0.582 (28,4,4,4,1,1,2,3,0)
    95        3:3        3:3       0.749 (29,2,3,3,1,0,3,2,0)
    96        3:3        2:2   +   0.52 (35,4,4,3,0,1,3,4,0)
    97        3:3        2:2   +   0.734 (36,4,4,4,0,1,1,4,0)
    98        3:3        2:2   +   0.554 (36,4,4,3,1,1,1,4,0)
    99        3:3        2:2   +   0.533 (43,4,4,3,1,1,1,4,0)
   100        3:3        2:2   +   0.555 (29,3,4,4,1,0,1,3,0)
   101        3:3        2:2   +   0.533 (43,4,4,3,1,1,1,4,0)
   102        3:3        3:3       0.382 (24,4,4,1,1,1,2,3,0)
   103        3:3        3:3       0.478 (36,4,4,3,0,1,3,4,0)
   104        3:3        3:3       0.66 (29,3,4,5,1,1,3,3,0)
   105        3:3        1:1   +   0.519 (27,2,4,1,1,1,3,3,0)
   106        3:3        3:3       0.683 (29,3,4,3,1,1,3,2,0)
   107        3:3        3:3       0.423 (30,4,4,1,1,0,3,2,0)
   108        3:3        3:3       0.766 (21,3,4,2,1,1,3,3,0)
   109        3:3        2:2   +   0.626 (35,3,4,4,1,1,1,4,0)
   110        3:3        3:3       0.526 (26,2,4,3,1,1,1,3,0)
   111        3:3        3:3       0.602 (30,3,4,3,1,1,2,3,0)
   112        3:3        3:3       0.663 (26,2,3,2,1,1,3,3,0)
   113        3:3        3:3       0.564 (23,4,3,2,1,0,2,3,0)
   114        3:3        3:3       0.75 (21,3,3,1,1,1,3,1,0)
   115        3:3        3:3       0.512 (34,2,4,4,1,1,3,3,0)
   116        3:3        3:3       0.732 (21,3,3,1,0,1,3,2,0)
   117        3:3        3:3       0.515 (25,3,4,2,1,0,2,4,0)
   118        3:3        3:3       0.523 (26,3,4,4,1,1,2,4,0)
     1        1:1        3:3   +   0.599 (28,4,4,5,1,1,1,4,0)
     2        1:1        3:3   +   0.436 (39,3,4,3,1,1,1,4,0)
     3        1:1        1:1       0.643 (48,3,4,11,1,1,1,4,0)
     4        1:1        1:1       0.537 (44,1,2,2,1,1,3,1,0)
     5        1:1        1:1       0.669 (38,2,2,10,1,1,3,2,0)
     6        1:1        1:1       0.98 (25,2,3,0,1,1,2,4,0)
     7        1:1        1:1       0.66 (30,2,3,1,1,1,2,1,0)
     8        1:1        3:3   +   0.67 (26,2,4,3,1,1,3,4,0)
     9        1:1        1:1       0.998 (45,3,4,0,1,1,1,3,0)
    10        1:1        1:1       0.979 (20,3,4,0,1,1,3,3,0)
    11        1:1        3:3   +   0.48 (26,2,3,1,1,0,4,4,0)
    12        1:1        1:1       0.837 (19,4,4,0,0,1,3,4,0)
    13        1:1        1:1       0.944 (21,2,4,0,1,1,2,2,0)
    14        1:1        1:1       0.981 (49,1,2,8,1,1,3,1,1)
    15        1:1        1:1       0.991 (22,2,1,0,1,1,2,2,0)
    16        1:1        1:1       0.519 (39,2,2,5,1,0,3,2,1)
    17        1:1        1:1       0.924 (49,3,4,6,1,1,1,4,0)
    18        1:1        1:1       0.57 (30,1,3,1,1,1,3,4,0)
    19        1:1        3:3   +   0.428 (44,1,3,4,1,1,3,3,1)
    20        1:1        3:3   +   0.443 (25,3,3,1,1,1,3,4,0)
    21        1:1        1:1       0.667 (48,4,4,1,0,1,1,4,0)
    22        1:1        1:1       0.977 (27,3,4,0,1,0,3,3,0)
    23        1:1        2:2   +   0.575 (24,4,4,4,1,1,1,4,0)
    24        1:1        3:3   +   0.663 (34,1,3,4,1,0,3,4,0)
    25        1:1        1:1       1 (38,1,2,12,1,1,2,3,0)
    26        1:1        1:1       0.778 (46,1,2,3,1,1,2,1,1)
    27        1:1        1:1       0.56 (45,2,3,11,1,1,2,3,0)
    28        1:1        2:2   +   0.536 (43,4,4,6,1,1,1,3,0)
    29        1:1        1:1       0.658 (47,4,4,1,1,1,1,4,0)
    30        1:1        1:1       1 (47,2,3,12,1,1,3,1,0)
    31        1:1        3:3   +   0.657 (19,4,4,1,1,1,1,3,0)
    32        1:1        3:3   +   0.495 (35,3,3,2,1,0,2,2,0)
    33        1:1        1:1       0.599 (31,3,3,1,1,0,3,4,0)
    34        1:1        1:1       0.755 (40,1,1,2,1,0,3,4,0)
    35        2:2        3:3   +   0.605 (36,4,4,3,1,1,3,3,0)
    36        2:2        1:1   +   0.708 (47,3,4,11,1,0,2,3,0)
    37        2:2        1:1   +   0.402 (26,1,1,2,1,1,3,4,0)
    38        2:2        3:3   +   0.655 (27,3,3,2,1,1,3,4,0)
    39        2:2        2:2       0.455 (40,4,4,3,1,1,1,4,0)
    40        2:2        3:3   +   0.682 (21,2,2,1,1,1,3,2,0)
    41        2:2        2:2       0.57 (38,4,4,3,1,0,1,4,0)
    42        2:2        3:3   +   0.749 (21,4,4,1,1,1,2,1,0)
    43        2:2        3:3   +   0.621 (21,4,4,1,1,1,1,4,0)
    44        2:2        2:2       0.44 (32,2,1,5,1,0,2,2,0)
    45        2:2        1:1   +   0.69 (43,3,4,2,1,0,2,4,0)
    46        2:2        3:3   +   0.549 (35,2,2,6,1,1,3,4,0)
    47        2:2        2:2       0.506 (44,3,4,6,1,1,3,2,0)
    48        2:2        2:2       0.404 (48,4,4,6,0,1,2,4,0)
    49        2:2        3:3   +   0.566 (32,4,4,3,0,1,3,3,0)
    50        2:2        2:2       0.51 (39,4,4,3,0,0,1,4,0)
    51        2:2        1:1   +   0.894 (49,3,4,4,1,1,3,4,0)
    52        2:2        3:3   +   0.625 (39,4,4,5,1,1,2,4,0)
    53        2:2        1:1   +   0.869 (49,3,3,11,1,1,1,4,0)
    54        2:2        3:3   +   0.421 (30,3,4,2,1,1,1,4,0)
    55        2:2        3:3   +   0.528 (39,4,4,3,0,1,2,4,0)
    56        2:2        2:2       0.559 (26,4,4,1,1,0,1,3,0)
    57        2:2        2:2       0.505 (48,4,3,7,1,0,2,4,0)
    58        2:2        2:2       0.709 (42,4,4,6,1,1,1,3,0)
    59        2:2        1:1   +   0.586 (28,2,1,2,1,0,3,3,0)
    60        2:2        2:2       0.739 (44,4,4,3,1,0,1,4,0)
    61        2:2        3:3   +   0.446 (36,3,4,7,1,1,2,2,0)
    62        2:2        3:3   +   0.496 (22,4,4,1,1,1,1,3,0)
    63        2:2        1:1   +   0.796 (18,3,4,1,1,1,3,4,0)
    64        2:2        3:3   +   0.686 (33,3,3,5,1,1,3,4,0)
    65        2:2        3:3   +   0.635 (25,4,4,2,1,1,2,4,0)
    66        2:2        2:2       0.688 (44,4,4,4,1,0,2,3,0)
    67        2:2        2:2       0.49 (39,4,4,3,0,1,1,4,0)
    68        3:3        3:3       0.563 (30,4,4,3,0,0,2,4,0)
    69        3:3        3:3       0.5 (25,2,4,2,1,1,2,4,0)
    70        3:3        3:3       0.561 (29,2,4,2,1,1,3,2,0)
    71        3:3        3:3       0.627 (22,4,4,1,1,1,3,3,0)
    72        3:3        3:3       0.534 (30,2,2,2,1,1,3,2,0)
    73        3:3        3:3       0.647 (27,4,4,2,1,1,3,4,0)
    74        3:3        3:3       0.67 (21,4,4,1,0,1,2,4,0)
    75        3:3        3:3       0.692 (27,2,4,4,1,1,3,4,0)
    76        3:3        1:1   +   0.574 (25,2,2,1,1,1,3,3,0)
    77        3:3        2:2   +   0.489 (26,4,4,1,0,0,2,4,0)
    78        3:3        3:3       0.426 (27,3,3,1,1,0,3,3,0)
    79        3:3        3:3       0.715 (27,3,3,3,1,1,2,3,0)
    80        3:3        3:3       0.708 (21,3,3,1,1,1,2,2,0)
    81        3:3        3:3       0.703 (32,2,3,4,1,1,3,2,0)
    82        3:3        3:3       0.698 (30,3,3,3,1,0,3,2,0)
    83        3:3        3:3       0.675 (24,3,3,3,1,0,2,1,0)
    84        3:3        3:3       0.45 (34,2,4,6,1,1,3,3,0)
    85        3:3        1:1   +   0.673 (42,2,4,6,1,1,2,4,0)
    86        3:3        3:3       0.664 (32,4,3,3,1,1,2,4,0)
    87        3:3        2:2   +   0.525 (32,4,4,4,1,1,1,3,0)
    88        3:3        1:1   +   0.434 (24,3,4,1,1,1,3,4,0)
    89        3:3        3:3       0.635 (25,4,4,2,1,1,2,4,0)
    90        3:3        3:3       0.655 (27,3,4,4,1,1,3,3,0)
    91        3:3        3:3       0.599 (26,4,4,3,1,1,3,4,0)
    92        3:3        1:1   +   0.648 (20,2,3,1,1,1,2,1,0)
    93        3:3        2:2   +   0.467 (37,4,4,6,1,0,3,4,0)
    94        3:3        1:1   +   0.43 (38,3,3,2,0,1,3,4,0)
    95        3:3        3:3       0.735 (22,1,2,3,1,1,3,1,1)
    96        3:3        3:3       0.481 (37,4,4,3,0,1,3,4,0)
    97        3:3        3:3       0.807 (22,2,2,3,1,0,3,3,0)
    98        3:3        1:1   +   0.548 (29,1,2,1,1,1,3,3,0)
    99        3:3        3:3       0.671 (31,3,4,5,1,1,3,1,0)
   100        3:3        3:3       0.527 (35,2,4,6,1,1,3,4,0)
   101        3:3        2:2   +   0.377 (30,4,4,1,1,1,1,4,0)
   102        3:3        3:3       0.575 (29,3,4,5,1,1,1,2,0)
   103        3:3        3:3       0.49 (24,3,4,3,1,1,1,4,0)
   104        3:3        2:2   +   0.405 (26,4,4,1,1,0,2,4,0)
   105        3:3        3:3       0.67 (26,2,4,3,1,1,3,4,0)
   106        3:3        3:3       0.666 (29,2,4,3,1,1,3,3,0)
   107        3:3        3:3       0.545 (22,3,4,1,1,1,3,3,0)
   108        3:3        3:3       0.729 (25,4,3,2,1,1,3,3,0)
   109        3:3        2:2   +   0.495 (34,4,3,3,0,1,2,4,0)
   110        3:3        3:3       0.673 (29,2,4,4,1,1,3,2,0)
   111        3:3        3:3       0.708 (25,2,4,3,1,1,3,2,0)
   112        3:3        3:3       0.786 (27,2,2,5,1,1,3,1,0)
   113        3:3        1:1   +   0.457 (39,4,3,1,1,0,2,2,0)
   114        3:3        1:1   +   0.432 (28,4,4,1,1,1,2,4,0)
   115        3:3        3:3       0.737 (29,2,3,5,1,1,2,4,0)
   116        3:3        3:3       0.637 (21,3,4,1,1,0,3,4,0)
   117        3:3        3:3       0.646 (30,3,4,3,1,1,3,3,0)
   118        3:3        1:1   +   0.628 (20,2,2,2,1,1,3,2,1)
     1        1:1        1:1       0.5 (25,3,3,1,1,1,2,2,0)
     2        1:1        3:3   +   0.68 (25,2,2,2,1,1,3,1,0)
     3        1:1        1:1       0.507 (16,3,4,1,1,1,3,3,0)
     4        1:1        1:1       0.472 (24,3,4,1,1,0,3,3,0)
     5        1:1        3:3   +   0.407 (29,3,4,2,1,1,1,3,0)
     6        1:1        1:1       0.341 (23,4,4,1,1,0,3,3,0)
     7        1:1        1:1       0.506 (26,1,3,1,1,1,3,1,0)
     8        1:1        1:1       0.934 (22,4,4,0,1,0,2,4,0)
     9        1:1        1:1       0.986 (29,2,4,0,1,0,3,4,0)
    10        1:1        3:3   +   0.472 (25,4,4,1,1,1,1,4,0)
    11        1:1        1:1       0.995 (37,3,4,0,1,1,3,4,0)
    12        1:1        3:3   +   0.758 (21,2,2,1,1,1,3,2,0)
    13        1:1        2:2   +   0.568 (35,4,4,3,1,1,1,4,0)
    14        1:1        1:1       0.931 (47,2,4,2,1,1,3,2,1)
    15        1:1        1:1       0.985 (29,3,2,0,1,1,2,2,0)
    16        1:1        3:3   +   0.868 (22,2,4,4,1,1,3,4,0)
    17        1:1        1:1       0.924 (21,2,3,0,1,1,3,4,0)
    18        1:1        1:1       0.627 (48,3,4,4,0,1,2,4,0)
    19        1:1        3:3   +   0.744 (27,3,3,4,1,1,2,4,0)
    20        1:1        3:3   +   0.672 (20,3,4,2,1,1,3,2,0)
    21        1:1        1:1       0.583 (18,3,2,1,1,1,3,1,0)
    22        1:1        3:3   +   0.477 (32,4,4,3,1,1,1,4,0)
    23        1:1        2:2   +   0.587 (49,3,4,9,1,1,1,4,0)
    24        1:1        3:3   +   0.462 (38,1,3,4,1,0,2,2,0)
    25        1:1        1:1       0.352 (28,4,4,1,0,1,1,3,0)
    26        1:1        3:3   +   0.388 (38,2,2,6,1,1,3,4,0)
    27        1:1        1:1       0.966 (25,4,4,0,0,1,2,4,0)
    28        1:1        2:2   +   0.726 (49,4,4,6,0,0,1,4,0)
    29        1:1        1:1       0.945 (43,1,2,1,1,1,3,4,1)
    30        1:1        1:1       0.897 (47,1,1,1,1,1,3,4,0)
    31        1:1        2:2   +   0.601 (49,4,4,4,1,1,3,4,0)
    32        1:1        3:3   +   0.512 (25,3,3,1,1,1,3,1,0)
    33        1:1        3:3   +   0.692 (35,2,3,8,1,1,3,2,0)
    34        1:1        2:2   +   0.424 (43,4,4,3,0,1,2,4,0)
    35        2:2        3:3   +   0.472 (24,4,4,1,0,1,2,3,0)
    36        2:2        1:1   +   0.369 (33,3,4,2,1,1,1,4,0)
    37        2:2        2:2       0.455 (32,4,4,2,1,0,1,4,0)
    38        2:2        2:2       0.406 (31,4,2,2,0,1,1,3,0)
    39        2:2        1:1   +   0.381 (23,4,4,1,1,1,1,2,0)
    40        2:2        3:3   +   0.524 (27,4,4,1,1,0,3,3,0)
    41        2:2        2:2       0.562 (33,4,4,4,1,1,1,4,0)
    42        2:2        2:2       0.412 (24,4,4,1,1,0,1,4,0)
    43        2:2        3:3   +   0.622 (37,4,4,5,1,1,3,4,0)
    44        2:2        2:2       0.865 (42,4,3,7,1,0,1,4,0)
    45        2:2        3:3   +   0.657 (35,3,3,4,1,1,3,2,0)
    46        2:2        3:3   +   0.605 (25,2,3,1,1,0,4,4,0)
    47        2:2        3:3   +   0.733 (19,4,4,1,1,1,2,3,0)
    48        2:2        3:3   +   0.57 (32,4,4,4,0,0,2,4,0)
    49        2:2        3:3   +   0.598 (35,4,4,5,1,1,2,4,0)
    50        2:2        3:3   +   0.501 (36,4,4,3,1,0,2,4,0)
    51        2:2        1:1   +   0.471 (25,2,4,3,1,1,1,4,1)
    52        2:2        3:3   +   0.737 (26,2,2,4,1,1,3,4,0)
    53        2:2        3:3   +   0.641 (32,4,4,4,1,1,2,4,0)
    54        2:2        1:1   +   0.527 (40,3,4,2,0,1,3,4,0)
    55        2:2        3:3   +   0.709 (25,3,4,3,1,1,2,3,0)
    56        2:2        2:2       0.514 (39,4,4,3,1,1,1,4,0)
    57        2:2        3:3   +   0.46 (29,4,4,1,1,0,2,4,0)
    58        2:2        3:3   +   0.45 (26,4,4,1,0,1,2,4,0)
    59        2:2        3:3   +   0.428 (44,2,4,4,1,1,3,3,0)
    60        2:2        1:1   +   0.46 (27,3,3,1,0,0,2,4,0)
    61        2:2        1:1   +   0.507 (40,2,3,6,1,1,1,2,0)
    62        2:2        3:3   +   0.903 (17,4,4,1,1,1,2,4,0)
    63        2:2        2:2       0.461 (45,3,3,5,0,1,1,3,0)
    64        2:2        2:2       0.672 (45,3,3,7,1,1,3,4,0)
    65        2:2        2:2       0.644 (36,4,4,4,0,0,1,4,0)
    66        2:2        3:3   +   0.576 (25,4,4,2,0,1,1,3,0)
    67        2:2        3:3   +   0.702 (35,2,4,4,0,1,3,2,0)
    68        3:3        1:1   +   0.449 (36,2,4,11,1,1,1,4,1)
    69        3:3        3:3       0.535 (26,3,3,2,1,0,2,2,0)
    70        3:3        3:3       0.822 (29,2,3,4,1,1,2,1,0)
    71        3:3        2:2   +   0.548 (37,4,4,6,1,1,1,4,0)
    72        3:3        2:2   +   0.455 (33,2,2,7,1,0,2,3,0)
    73        3:3        3:3       0.531 (35,4,3,2,0,1,3,4,0)
    74        3:3        1:1   +   0.513 (25,3,3,1,1,1,2,1,0)
    75        3:3        3:3       0.807 (27,2,2,5,1,1,3,3,0)
    76        3:3        2:2   +   0.65 (45,4,4,3,1,1,1,4,0)
    77        3:3        3:3       0.74 (19,4,4,1,1,1,2,4,0)
    78        3:3        3:3       0.454 (33,3,4,8,1,1,3,4,0)
    79        3:3        3:3       0.666 (29,3,3,2,1,1,3,2,0)
    80        3:3        3:3       0.67 (46,3,4,9,1,1,3,4,0)
    81        3:3        1:1   +   0.652 (23,3,3,1,1,1,2,2,0)
    82        3:3        3:3       0.815 (22,2,4,2,1,1,3,2,0)
    83        3:3        1:1   +   0.482 (40,3,4,3,1,0,1,4,0)
    84        3:3        3:3       0.638 (32,3,4,5,0,1,3,4,0)
    85        3:3        3:3       0.705 (29,3,3,4,1,1,3,4,0)
    86        3:3        3:3       0.715 (26,2,4,3,1,1,3,4,0)
    87        3:3        1:1   +   0.744 (39,1,2,2,1,0,2,4,0)
    88        3:3        2:2   +   0.568 (35,4,4,3,1,1,1,4,0)
    89        3:3        3:3       0.667 (25,4,4,3,1,1,1,4,0)
    90        3:3        3:3       0.573 (30,2,2,6,1,0,2,3,0)
    91        3:3        2:2   +   0.376 (26,3,4,2,1,1,1,3,0)
    92        3:3        3:3       0.511 (31,4,4,5,1,0,1,4,0)
    93        3:3        2:2   +   0.581 (35,4,4,2,1,0,1,4,0)
    94        3:3        3:3       0.66 (26,3,3,3,1,1,3,3,0)
    95        3:3        2:2   +   0.502 (33,4,4,5,1,1,1,4,0)
    96        3:3        3:3       0.64 (30,3,4,3,1,1,3,4,0)
    97        3:3        3:3       0.422 (23,4,3,1,1,1,2,2,0)
    98        3:3        3:3       0.606 (35,2,3,6,1,0,3,3,0)
    99        3:3        1:1   +   0.406 (23,3,2,2,1,0,3,2,0)
   100        3:3        3:3       0.714 (27,3,4,4,1,1,3,4,0)
   101        3:3        3:3       0.446 (27,3,4,2,1,1,1,3,0)
   102        3:3        2:2   +   0.506 (34,4,4,2,0,0,2,4,0)
   103        3:3        2:2   +   0.472 (38,4,4,2,1,1,3,4,0)
   104        3:3        1:1   +   0.666 (23,3,4,1,1,1,2,3,0)
   105        3:3        2:2   +   0.479 (32,4,4,3,1,0,1,4,0)
   106        3:3        2:2   +   0.5 (41,4,4,1,1,1,3,3,0)
   107        3:3        3:3       0.773 (24,1,2,3,1,1,3,2,0)
   108        3:3        2:2   +   0.438 (36,2,3,7,1,1,3,3,0)
   109        3:3        2:2   +   0.667 (38,3,4,7,1,1,3,2,0)
   110        3:3        1:1   +   0.952 (17,2,2,0,1,0,3,2,0)
   111        3:3        1:1   +   0.758 (48,3,4,3,1,1,2,3,0)
   112        3:3        3:3       0.478 (28,3,3,2,0,1,2,3,0)
   113        3:3        2:2   +   0.511 (29,4,4,3,1,0,1,4,0)
   114        3:3        2:2   +   0.566 (36,1,1,5,1,1,3,3,0)
   115        3:3        2:2   +   0.773 (41,3,3,7,0,1,2,4,0)
   116        3:3        2:2   +   0.434 (43,3,3,8,1,1,1,3,0)
   117        3:3        3:3       0.567 (21,1,3,1,1,1,3,3,1)
   118        3:3        3:3       0.612 (25,4,4,1,0,1,3,3,0)
     1        1:1        2:2   +   0.545 (26,4,4,2,1,1,1,3,0)
     2        1:1        3:3   +   0.73 (25,4,4,2,1,1,3,2,0)
     3        1:1        1:1       0.954 (49,1,2,5,1,0,2,2,1)
     4        1:1        3:3   +   0.494 (28,1,4,2,1,0,2,3,0)
     5        1:1        3:3   +   0.533 (27,4,4,3,1,1,1,4,0)
     6        1:1        2:2   +   0.518 (43,3,4,10,1,1,3,3,0)
     7        1:1        1:1       0.972 (25,3,3,0,1,1,3,4,0)
     8        1:1        1:1       0.995 (42,4,4,0,0,0,3,4,0)
     9        1:1        1:1       0.985 (32,3,4,0,1,1,3,4,0)
    10        1:1        3:3   +   0.667 (21,4,4,1,1,1,3,3,0)
    11        1:1        1:1       0.404 (45,3,4,3,0,1,3,4,0)
    12        1:1        1:1       0.986 (36,2,2,0,0,0,3,3,0)
    13        1:1        3:3   +   0.505 (28,4,4,2,1,1,1,3,0)
    14        1:1        1:1       0.428 (44,1,2,2,1,1,2,4,0)
    15        1:1        1:1       0.621 (22,2,2,1,1,1,3,1,1)
    16        1:1        3:3   +   0.685 (24,2,2,3,1,1,2,4,0)
    17        1:1        2:2   +   0.788 (44,4,4,3,1,0,1,4,1)
    18        1:1        3:3   +   0.777 (29,1,2,7,1,1,2,4,0)
    19        1:1        1:1       0.899 (21,3,3,0,1,1,2,2,0)
    20        1:1        3:3   +   0.773 (28,3,3,5,1,1,3,3,0)
    21        1:1        1:1       0.797 (47,2,3,5,1,1,1,1,0)
    22        1:1        3:3   +   0.583 (30,3,4,5,1,1,1,4,0)
    23        1:1        1:1       0.979 (31,4,4,0,0,0,2,4,0)
    24        1:1        3:3   +   0.641 (30,4,4,3,1,0,2,4,0)
    25        1:1        3:3   +   0.664 (25,2,3,2,1,1,3,2,0)
    26        1:1        3:3   +   0.659 (23,3,3,6,1,1,3,3,0)
    27        1:1        1:1       0.431 (26,3,4,1,0,1,2,2,0)
    28        1:1        3:3   +   0.477 (23,4,4,1,1,1,2,3,0)
    29        1:1        3:3   +   0.658 (23,2,2,2,1,1,3,3,0)
