NN1 Output,NN1 Answer,NN2 Output,NN2 Answer,NN3 Output,NN3 Answer
0.355380199,0.2,0.176107364,0.251213246,0.688353297,0.8
0.354820117,0.2,0.176459044,0.251213246,0.688686719,0.8
0.354262167,0.2,0.17680818,0.251213246,0.689019899,0.8
0.35370634,0.2,0.177154801,0.251213246,0.689352823,0.8
0.353152626,0.2,0.177498935,0.251213246,0.689685479,0.8
0.352601014,0.2,0.177840611,0.251213246,0.690017853,0.8
0.352051496,0.2,0.178179855,0.251213246,0.690349932,0.8
0.351504062,0.2,0.178516696,0.251213246,0.690681706,0.8
0.350958703,0.2,0.178851158,0.251213246,0.69101316,0.8
0.350415409,0.2,0.17918327,0.251213246,0.691344284,0.8
0.34987417,0.2,0.179513056,0.251213246,0.691675067,0.8
0.349334978,0.2,0.179840543,0.251213246,0.692005495,0.8
0.348797823,0.2,0.180165756,0.251213246,0.69233556,0.8
0.348262697,0.2,0.18048872,0.251213246,0.692665249,0.8
0.347729589,0.2,0.180809459,0.251213246,0.692994551,0.8
0.347198491,0.2,0.181127998,0.251213246,0.693323457,0.8
0.346669395,0.2,0.18144436,0.251213246,0.693651957,0.8
0.34614229,0.2,0.181758569,0.251213246,0.693980039,0.8
0.345617169,0.2,0.182070649,0.251213246,0.694307695,0.8
0.345094022,0.2,0.182380621,0.251213246,0.694634914,0.8
0.344572841,0.2,0.18268851,0.251213246,0.694961687,0.8
0.344053617,0.2,0.182994338,0.251213246,0.695288006,0.8
0.343536342,0.2,0.183298125,0.251213246,0.69561386,0.8
0.343021006,0.2,0.183599894,0.251213246,0.695939242,0.8
0.342507602,0.2,0.183899667,0.251213246,0.696264142,0.8
0.341996121,0.2,0.184197465,0.251213246,0.696588552,0.8
0.341486554,0.2,0.184493307,0.251213246,0.696912464,0.8
0.340978894,0.2,0.184787216,0.251213246,0.69723587,0.8
0.340473131,0.2,0.185079211,0.251213246,0.697558761,0.8
0.339969258,0.2,0.185369312,0.251213246,0.697881131,0.8
0.339467267,0.2,0.185657539,0.251213246,0.698202971,0.8
0.338967149,0.2,0.185943912,0.251213246,0.698524274,0.8
0.338468896,0.2,0.186228449,0.251213246,0.698845033,0.8
0.337972501,0.2,0.186511169,0.251213246,0.69916524,0.8
0.337477954,0.2,0.186792092,0.251213246,0.69948489,0.8
0.336985249,0.2,0.187071236,0.251213246,0.699803974,0.8
0.336494378,0.2,0.187348618,0.251213246,0.700122488,0.8
0.336005332,0.2,0.187624257,0.251213246,0.700440423,0.8
0.335518104,0.2,0.187898171,0.251213246,0.700757774,0.8
0.335032686,0.2,0.188170377,0.251213246,0.701074535,0.8
0.33454907,0.2,0.188440891,0.251213246,0.701390699,0.8
0.334067249,0.2,0.188709732,0.251213246,0.701706262,0.8
0.333587216,0.2,0.188976916,0.251213246,0.702021216,0.8
0.333108961,0.2,0.189242459,0.251213246,0.702335557,0.8
0.332632479,0.2,0.189506379,0.251213246,0.702649279,0.8
0.332157762,0.2,0.18976869,0.251213246,0.702962377,0.8
0.331684802,0.2,0.190029409,0.251213246,0.703274846,0.8
0.331213591,0.2,0.190288551,0.251213246,0.70358668,0.8
0.330744123,0.2,0.190546132,0.251213246,0.703897875,0.8
0.330276391,0.2,0.190802168,0.251213246,0.704208426,0.8
0.329810386,0.2,0.191056673,0.251213246,0.704518329,0.8
0.329346102,0.2,0.191309662,0.251213246,0.704827578,0.8
0.328883531,0.2,0.19156115,0.251213246,0.705136169,0.8
0.328422667,0.2,0.191811152,0.251213246,0.705444099,0.8
0.327963503,0.2,0.192059681,0.251213246,0.705751362,0.8
0.327506031,0.2,0.192306751,0.251213246,0.706057955,0.8
0.327050244,0.2,0.192552378,0.251213246,0.706363874,0.8
0.326596135,0.2,0.192796574,0.251213246,0.706669115,0.8
0.326143698,0.2,0.193039353,0.251213246,0.706973675,0.8
0.325692926,0.2,0.193280728,0.251213246,0.707277548,0.8
0.325243811,0.2,0.193520713,0.251213246,0.707580733,0.8
0.324796348,0.2,0.19375932,0.251213246,0.707883226,0.8
0.324350528,0.2,0.193996563,0.251213246,0.708185023,0.8
0.323906346,0.2,0.194232454,0.251213246,0.708486121,0.8
0.323463795,0.2,0.194467006,0.251213246,0.708786517,0.8
0.323022868,0.2,0.194700231,0.251213246,0.709086208,0.8
0.322583559,0.2,0.194932141,0.251213246,0.709385192,0.8
0.32214586,0.2,0.195162748,0.251213246,0.709683464,0.8
0.321709766,0.2,0.195392065,0.251213246,0.709981023,0.8
0.32127527,0.2,0.195620103,0.251213246,0.710277865,0.8
0.320842365,0.2,0.195846874,0.251213246,0.710573989,0.8
0.320411045,0.2,0.196072388,0.251213246,0.710869391,0.8
0.319981304,0.2,0.196296658,0.251213246,0.71116407,0.8
0.319553135,0.2,0.196519694,0.251213246,0.711458022,0.8
0.319126532,0.2,0.196741508,0.251213246,0.711751247,0.8
0.318701488,0.2,0.196962111,0.251213246,0.712043741,0.8
0.318277998,0.2,0.197181513,0.251213246,0.712335502,0.8
0.317856055,0.2,0.197399724,0.251213246,0.712626529,0.8
0.317435653,0.2,0.197616756,0.251213246,0.712916819,0.8
0.317016785,0.2,0.197832618,0.251213246,0.713206372,0.8
0.316599447,0.2,0.198047321,0.251213246,0.713495184,0.8
0.31618363,0.2,0.198260875,0.251213246,0.713783254,0.8
0.315769331,0.2,0.19847329,0.251213246,0.714070581,0.8
0.315356541,0.2,0.198684576,0.251213246,0.714357163,0.8
0.314945256,0.2,0.198894742,0.251213246,0.714642999,0.8
0.31453547,0.2,0.199103798,0.251213246,0.714928087,0.8
0.314127176,0.2,0.199311754,0.251213246,0.715212425,0.8
0.313720368,0.2,0.199518618,0.251213246,0.715496014,0.8
0.313315042,0.2,0.199724401,0.251213246,0.71577885,0.8
0.31291119,0.2,0.19992911,0.251213246,0.716060933,0.8
0.312508807,0.2,0.200132756,0.251213246,0.716342263,0.8
0.312107887,0.2,0.200335347,0.251213246,0.716622837,0.8
0.311708425,0.2,0.200536892,0.251213246,0.716902656,0.8
0.311310415,0.2,0.2007374,0.251213246,0.717181717,0.8
0.310913851,0.2,0.200936878,0.251213246,0.717460021,0.8
0.310518727,0.2,0.201135336,0.251213246,0.717737566,0.8
0.310125037,0.2,0.201332783,0.251213246,0.718014352,0.8
0.309732777,0.2,0.201529225,0.251213246,0.718290377,0.8
0.309341941,0.2,0.201724672,0.251213246,0.718565642,0.8
0.308952522,0.2,0.201919131,0.251213246,0.718840146,0.8
0.308564516,0.2,0.202112611,0.251213246,0.719113888,0.8
0.308177917,0.2,0.202305119,0.251213246,0.719386867,0.8
0.307792719,0.2,0.202496664,0.251213246,0.719659084,0.8
0.307408917,0.2,0.202687252,0.251213246,0.719930538,0.8
0.307026506,0.2,0.202876891,0.251213246,0.720201228,0.8
0.306645479,0.2,0.20306559,0.251213246,0.720471154,0.8
0.306265833,0.2,0.203253355,0.251213246,0.720740317,0.8
0.305887561,0.2,0.203440193,0.251213246,0.721008715,0.8
0.305510658,0.2,0.203626112,0.251213246,0.721276349,0.8
0.305135119,0.2,0.20381112,0.251213246,0.721543218,0.8
0.304760939,0.2,0.203995222,0.251213246,0.721809323,0.8
0.304388112,0.2,0.204178427,0.251213246,0.722074663,0.8
0.304016633,0.2,0.20436074,0.251213246,0.722339239,0.8
0.303646496,0.2,0.20454217,0.251213246,0.72260305,0.8
0.303277698,0.2,0.204722722,0.251213246,0.722866096,0.8
0.302910232,0.2,0.204902403,0.251213246,0.723128379,0.8
0.302544093,0.2,0.20508122,0.251213246,0.723389897,0.8
0.302179277,0.2,0.20525918,0.251213246,0.723650651,0.8
0.301815779,0.2,0.205436288,0.251213246,0.723910642,0.8
0.301453592,0.2,0.205612551,0.251213246,0.724169869,0.8
0.301092713,0.2,0.205787976,0.251213246,0.724428334,0.8
0.300733135,0.2,0.205962568,0.251213246,0.724686035,0.8
0.300374855,0.2,0.206136334,0.251213246,0.724942975,0.8
0.300017868,0.2,0.206309281,0.251213246,0.725199152,0.8
0.299662167,0.2,0.206481412,0.251213246,0.725454568,0.8
0.29930775,0.2,0.206652736,0.251213246,0.725709223,0.8
0.298954609,0.2,0.206823258,0.251213246,0.725963118,0.8
0.298602741,0.2,0.206992983,0.251213246,0.726216252,0.8
0.298252142,0.2,0.207161917,0.251213246,0.726468628,0.8
0.297902805,0.2,0.207330066,0.251213246,0.726720245,0.8
0.297554726,0.2,0.207497435,0.251213246,0.726971104,0.8
0.297207901,0.2,0.207664031,0.251213246,0.727221205,0.8
0.296862325,0.2,0.207829858,0.251213246,0.72747055,0.8
0.296517992,0.2,0.207994922,0.251213246,0.727719139,0.8
0.296174899,0.2,0.208159229,0.251213246,0.727966972,0.8
0.29583304,0.2,0.208322783,0.251213246,0.728214051,0.8
0.295492411,0.2,0.20848559,0.251213246,0.728460377,0.8
0.295153008,0.2,0.208647655,0.251213246,0.72870595,0.8
0.294814825,0.2,0.208808983,0.251213246,0.728950771,0.8
0.294477858,0.2,0.20896958,0.251213246,0.729194841,0.8
0.294142103,0.2,0.209129449,0.251213246,0.729438161,0.8
0.293807554,0.2,0.209288597,0.251213246,0.729680731,0.8
0.293474208,0.2,0.209447029,0.251213246,0.729922553,0.8
0.293142059,0.2,0.209604748,0.251213246,0.730163628,0.8
0.292811104,0.2,0.20976176,0.251213246,0.730403957,0.8
0.292481338,0.2,0.20991807,0.251213246,0.730643541,0.8
0.292152755,0.2,0.210073682,0.251213246,0.73088238,0.8
0.291825353,0.2,0.210228601,0.251213246,0.731120476,0.8
0.291499127,0.2,0.210382832,0.251213246,0.73135783,0.8
0.291174071,0.2,0.210536379,0.251213246,0.731594443,0.8
0.290850182,0.2,0.210689246,0.251213246,0.731830316,0.8
0.290527455,0.2,0.210841438,0.251213246,0.73206545,0.8
0.290205887,0.2,0.21099296,0.251213246,0.732299846,0.8
0.289885472,0.2,0.211143816,0.251213246,0.732533507,0.8
0.289566206,0.2,0.21129401,0.251213246,0.732766432,0.8
0.289248085,0.2,0.211443547,0.251213246,0.732998623,0.8
0.288931106,0.2,0.21159243,0.251213246,0.733230081,0.8
0.288615262,0.2,0.211740664,0.251213246,0.733460807,0.8
0.288300551,0.2,0.211888253,0.251213246,0.733690803,0.8
0.287986968,0.2,0.212035202,0.251213246,0.733920071,0.8
0.287674509,0.2,0.212181513,0.251213246,0.73414861,0.8
0.287363169,0.2,0.212327192,0.251213246,0.734376423,0.8
0.287052945,0.2,0.212472242,0.251213246,0.734603511,0.8
0.286743833,0.2,0.212616667,0.251213246,0.734829875,0.8
0.286435827,0.2,0.212760471,0.251213246,0.735055517,0.8
0.286128925,0.2,0.212903657,0.251213246,0.735280437,0.8
0.285823122,0.2,0.213046231,0.251213246,0.735504638,0.8
0.285518413,0.2,0.213188195,0.251213246,0.73572812,0.8
0.285214796,0.2,0.213329553,0.251213246,0.735950886,0.8
0.284912265,0.2,0.21347031,0.251213246,0.736172935,0.8
0.284610817,0.2,0.213610468,0.251213246,0.736394271,0.8
0.284310448,0.2,0.213750031,0.251213246,0.736614894,0.8
0.284011154,0.2,0.213889003,0.251213246,0.736834806,0.8
0.283712931,0.2,0.214027387,0.251213246,0.737054008,0.8
0.283415775,0.2,0.214165187,0.251213246,0.737272502,0.8
0.283119681,0.2,0.214302407,0.251213246,0.737490289,0.8
0.282824647,0.2,0.214439049,0.251213246,0.737707371,0.8
0.282530667,0.2,0.214575118,0.251213246,0.737923749,0.8
0.282237739,0.2,0.214710616,0.251213246,0.738139424,0.8
0.281945859,0.2,0.214845548,0.251213246,0.738354399,0.8
0.281655021,0.2,0.214979916,0.251213246,0.738568674,0.8
0.281365224,0.2,0.215113723,0.251213246,0.738782252,0.8
0.281076462,0.2,0.215246974,0.251213246,0.738995134,0.8
0.280788732,0.2,0.215379671,0.251213246,0.73920732,0.8
0.28050203,0.2,0.215511817,0.251213246,0.739418814,0.8
0.280216353,0.2,0.215643415,0.251213246,0.739629616,0.8
0.279931697,0.2,0.21577447,0.251213246,0.739839729,0.8
0.279648057,0.2,0.215904983,0.251213246,0.740049153,0.8
0.279365431,0.2,0.216034958,0.251213246,0.74025789,0.8
0.279083814,0.2,0.216164398,0.251213246,0.740465942,0.8
0.278803202,0.2,0.216293305,0.251213246,0.74067331,0.8
0.278523593,0.2,0.216421684,0.251213246,0.740879997,0.8
0.278244982,0.2,0.216549537,0.251213246,0.741086003,0.8
0.277967366,0.2,0.216676867,0.251213246,0.741291331,0.8
0.277690741,0.2,0.216803676,0.251213246,0.741495981,0.8
0.277415104,0.2,0.216929968,0.251213246,0.741699957,0.8
0.27714045,0.2,0.217055746,0.251213246,0.741903258,0.8
0.276866776,0.2,0.217181012,0.251213246,0.742105887,0.8
0.27659408,0.2,0.217305769,0.251213246,0.742307846,0.8
0.276322356,0.2,0.217430021,0.251213246,0.742509136,0.8
0.276051602,0.2,0.217553769,0.251213246,0.742709759,0.8
0.275781813,0.2,0.217677016,0.251213246,0.742909716,0.8
0.275512987,0.2,0.217799766,0.251213246,0.74310901,0.8
0.27524512,0.2,0.217922021,0.251213246,0.743307641,0.8
0.274978209,0.2,0.218043783,0.251213246,0.743505612,0.8
0.274712249,0.2,0.218165056,0.251213246,0.743702925,0.8
0.274447238,0.2,0.218285841,0.251213246,0.74389958,0.8
0.274183172,0.2,0.218406142,0.251213246,0.74409558,0.8
0.273920048,0.2,0.218525961,0.251213246,0.744290926,0.8
0.273657861,0.2,0.2186453,0.251213246,0.744485621,0.8
0.273396609,0.2,0.218764163,0.251213246,0.744679665,0.8
0.273136289,0.2,0.218882551,0.251213246,0.74487306,0.8
0.272876897,0.2,0.219000467,0.251213246,0.745065809,0.8
0.272618429,0.2,0.219117914,0.251213246,0.745257913,0.8
0.272360882,0.2,0.219234894,0.251213246,0.745449373,0.8
0.272104253,0.2,0.219351409,0.251213246,0.745640191,0.8
0.271848539,0.2,0.219467462,0.251213246,0.74583037,0.8
0.271593735,0.2,0.219583055,0.251213246,0.74601991,0.8
0.27133984,0.2,0.219698191,0.251213246,0.746208814,0.8
0.271086849,0.2,0.219812872,0.251213246,0.746397083,0.8
0.270834759,0.2,0.219927101,0.251213246,0.746584719,0.8
0.270583568,0.2,0.220040879,0.251213246,0.746771724,0.8
0.270333271,0.2,0.220154208,0.251213246,0.746958099,0.8
0.270083866,0.2,0.220267092,0.251213246,0.747143847,0.8
0.269835349,0.2,0.220379533,0.251213246,0.747328968,0.8
0.269587716,0.2,0.220491532,0.251213246,0.747513465,0.8
0.269340966,0.2,0.220603091,0.251213246,0.747697339,0.8
0.269095095,0.2,0.220714214,0.251213246,0.747880592,0.8
0.268850098,0.2,0.220824902,0.251213246,0.748063226,0.8
0.268605974,0.2,0.220935158,0.251213246,0.748245243,0.8
0.26836272,0.2,0.221044983,0.251213246,0.748426644,0.8
0.268120331,0.2,0.22115438,0.251213246,0.748607431,0.8
0.267878805,0.2,0.22126335,0.251213246,0.748787606,0.8
0.267638138,0.2,0.221371897,0.251213246,0.748967171,0.8
0.267398329,0.2,0.221480021,0.251213246,0.749146126,0.8
0.267159372,0.2,0.221587726,0.251213246,0.749324475,0.8
0.266921267,0.2,0.221695012,0.251213246,0.749502219,0.8
0.266684008,0.2,0.221801883,0.251213246,0.749679359,0.8
0.266447594,0.2,0.22190834,0.251213246,0.749855898,0.8
0.266212021,0.2,0.222014385,0.251213246,0.750031836,0.8
0.265977286,0.2,0.22212002,0.251213246,0.750207176,0.8
0.265743386,0.2,0.222225247,0.251213246,0.75038192,0.8
0.265510319,0.2,0.222330069,0.251213246,0.750556069,0.8
0.26527808,0.2,0.222434486,0.251213246,0.750729625,0.8
