NN1 Output,NN1 Answer,NN2 Output,NN2 Answer,NN3 Output,NN3 Answer
0.408530506,0.2,0.411035317,0.251213246,0.439351334,0.8
0.408530594,0.2,0.411035315,0.251213246,0.439351545,0.8
0.408530682,0.2,0.411035314,0.251213246,0.439351757,0.8
0.408530771,0.2,0.411035312,0.251213246,0.439351968,0.8
0.408530859,0.2,0.41103531,0.251213246,0.439352179,0.8
0.408530947,0.2,0.411035308,0.251213246,0.439352391,0.8
0.408531036,0.2,0.411035306,0.251213246,0.439352602,0.8
0.408531124,0.2,0.411035304,0.251213246,0.439352813,0.8
0.408531213,0.2,0.411035302,0.251213246,0.439353024,0.8
0.408531301,0.2,0.4110353,0.251213246,0.439353235,0.8
0.40853139,0.2,0.411035298,0.251213246,0.439353447,0.8
0.408531478,0.2,0.411035296,0.251213246,0.439353658,0.8
0.408531567,0.2,0.411035294,0.251213246,0.439353869,0.8
0.408531655,0.2,0.411035292,0.251213246,0.43935408,0.8
0.408531744,0.2,0.41103529,0.251213246,0.439354291,0.8
0.408531832,0.2,0.411035288,0.251213246,0.439354502,0.8
0.408531921,0.2,0.411035286,0.251213246,0.439354713,0.8
0.40853201,0.2,0.411035285,0.251213246,0.439354924,0.8
0.408532098,0.2,0.411035283,0.251213246,0.439355135,0.8
0.408532187,0.2,0.411035281,0.251213246,0.439355346,0.8
0.408532276,0.2,0.411035279,0.251213246,0.439355557,0.8
0.408532365,0.2,0.411035277,0.251213246,0.439355768,0.8
0.408532453,0.2,0.411035275,0.251213246,0.439355979,0.8
0.408532542,0.2,0.411035273,0.251213246,0.439356189,0.8
0.408532631,0.2,0.411035271,0.251213246,0.4393564,0.8
0.40853272,0.2,0.411035269,0.251213246,0.439356611,0.8
0.408532809,0.2,0.411035267,0.251213246,0.439356822,0.8
0.408532897,0.2,0.411035265,0.251213246,0.439357033,0.8
0.408532986,0.2,0.411035263,0.251213246,0.439357243,0.8
0.408533075,0.2,0.411035261,0.251213246,0.439357454,0.8
0.408533164,0.2,0.411035259,0.251213246,0.439357665,0.8
0.408533253,0.2,0.411035257,0.251213246,0.439357875,0.8
0.408533342,0.2,0.411035255,0.251213246,0.439358086,0.8
0.408533431,0.2,0.411035253,0.251213246,0.439358297,0.8
0.40853352,0.2,0.411035251,0.251213246,0.439358507,0.8
0.408533609,0.2,0.411035249,0.251213246,0.439358718,0.8
0.408533698,0.2,0.411035247,0.251213246,0.439358928,0.8
0.408533787,0.2,0.411035245,0.251213246,0.439359139,0.8
0.408533876,0.2,0.411035243,0.251213246,0.439359349,0.8
0.408533965,0.2,0.411035241,0.251213246,0.43935956,0.8
0.408534054,0.2,0.411035239,0.251213246,0.43935977,0.8
0.408534143,0.2,0.411035237,0.251213246,0.43935998,0.8
0.408534232,0.2,0.411035235,0.251213246,0.439360191,0.8
0.408534322,0.2,0.411035233,0.251213246,0.439360401,0.8
0.408534411,0.2,0.41103523,0.251213246,0.439360611,0.8
0.4085345,0.2,0.411035228,0.251213246,0.439360822,0.8
0.408534589,0.2,0.411035226,0.251213246,0.439361032,0.8
0.408534678,0.2,0.411035224,0.251213246,0.439361242,0.8
0.408534768,0.2,0.411035222,0.251213246,0.439361452,0.8
0.408534857,0.2,0.41103522,0.251213246,0.439361662,0.8
0.408534946,0.2,0.411035218,0.251213246,0.439361873,0.8
0.408535035,0.2,0.411035216,0.251213246,0.439362083,0.8
0.408535125,0.2,0.411035214,0.251213246,0.439362293,0.8
0.408535214,0.2,0.411035211,0.251213246,0.439362503,0.8
0.408535303,0.2,0.411035209,0.251213246,0.439362713,0.8
0.408535393,0.2,0.411035207,0.251213246,0.439362923,0.8
0.408535482,0.2,0.411035205,0.251213246,0.439363133,0.8
0.408535572,0.2,0.411035203,0.251213246,0.439363343,0.8
0.408535661,0.2,0.411035201,0.251213246,0.439363553,0.8
0.40853575,0.2,0.411035198,0.251213246,0.439363763,0.8
0.40853584,0.2,0.411035196,0.251213246,0.439363973,0.8
0.408535929,0.2,0.411035194,0.251213246,0.439364182,0.8
0.408536019,0.2,0.411035192,0.251213246,0.439364392,0.8
0.408536108,0.2,0.41103519,0.251213246,0.439364602,0.8
0.408536198,0.2,0.411035187,0.251213246,0.439364812,0.8
0.408536287,0.2,0.411035185,0.251213246,0.439365022,0.8
0.408536377,0.2,0.411035183,0.251213246,0.439365231,0.8
0.408536467,0.2,0.411035181,0.251213246,0.439365441,0.8
0.408536556,0.2,0.411035178,0.251213246,0.439365651,0.8
0.408536646,0.2,0.411035176,0.251213246,0.43936586,0.8
0.408536735,0.2,0.411035174,0.251213246,0.43936607,0.8
0.408536825,0.2,0.411035172,0.251213246,0.43936628,0.8
0.408536915,0.2,0.411035169,0.251213246,0.439366489,0.8
0.408537004,0.2,0.411035167,0.251213246,0.439366699,0.8
0.408537094,0.2,0.411035165,0.251213246,0.439366908,0.8
0.408537184,0.2,0.411035162,0.251213246,0.439367118,0.8
0.408537274,0.2,0.41103516,0.251213246,0.439367327,0.8
0.408537363,0.2,0.411035158,0.251213246,0.439367537,0.8
0.408537453,0.2,0.411035155,0.251213246,0.439367746,0.8
0.408537543,0.2,0.411035153,0.251213246,0.439367956,0.8
0.408537633,0.2,0.411035151,0.251213246,0.439368165,0.8
0.408537723,0.2,0.411035148,0.251213246,0.439368375,0.8
0.408537813,0.2,0.411035146,0.251213246,0.439368584,0.8
0.408537902,0.2,0.411035144,0.251213246,0.439368793,0.8
0.408537992,0.2,0.411035141,0.251213246,0.439369002,0.8
0.408538082,0.2,0.411035139,0.251213246,0.439369212,0.8
0.408538172,0.2,0.411035137,0.251213246,0.439369421,0.8
0.408538262,0.2,0.411035134,0.251213246,0.43936963,0.8
0.408538352,0.2,0.411035132,0.251213246,0.439369839,0.8
0.408538442,0.2,0.411035129,0.251213246,0.439370049,0.8
0.408538532,0.2,0.411035127,0.251213246,0.439370258,0.8
0.408538622,0.2,0.411035124,0.251213246,0.439370467,0.8
0.408538712,0.2,0.411035122,0.251213246,0.439370676,0.8
0.408538802,0.2,0.41103512,0.251213246,0.439370885,0.8
0.408538892,0.2,0.411035117,0.251213246,0.439371094,0.8
0.408538982,0.2,0.411035115,0.251213246,0.439371303,0.8
0.408539073,0.2,0.411035112,0.251213246,0.439371512,0.8
0.408539163,0.2,0.41103511,0.251213246,0.439371721,0.8
0.408539253,0.2,0.411035107,0.251213246,0.43937193,0.8
0.408539343,0.2,0.411035105,0.251213246,0.439372139,0.8
0.408539433,0.2,0.411035102,0.251213246,0.439372348,0.8
0.408539523,0.2,0.4110351,0.251213246,0.439372557,0.8
0.408539614,0.2,0.411035097,0.251213246,0.439372766,0.8
0.408539704,0.2,0.411035095,0.251213246,0.439372975,0.8
0.408539794,0.2,0.411035092,0.251213246,0.439373183,0.8
0.408539884,0.2,0.41103509,0.251213246,0.439373392,0.8
0.408539975,0.2,0.411035087,0.251213246,0.439373601,0.8
0.408540065,0.2,0.411035085,0.251213246,0.43937381,0.8
0.408540155,0.2,0.411035082,0.251213246,0.439374019,0.8
0.408540246,0.2,0.41103508,0.251213246,0.439374227,0.8
0.408540336,0.2,0.411035077,0.251213246,0.439374436,0.8
0.408540427,0.2,0.411035074,0.251213246,0.439374645,0.8
0.408540517,0.2,0.411035072,0.251213246,0.439374853,0.8
0.408540607,0.2,0.411035069,0.251213246,0.439375062,0.8
0.408540698,0.2,0.411035067,0.251213246,0.439375271,0.8
0.408540788,0.2,0.411035064,0.251213246,0.439375479,0.8
0.408540879,0.2,0.411035061,0.251213246,0.439375688,0.8
0.408540969,0.2,0.411035059,0.251213246,0.439375896,0.8
0.40854106,0.2,0.411035056,0.251213246,0.439376105,0.8
0.408541151,0.2,0.411035053,0.251213246,0.439376313,0.8
0.408541241,0.2,0.411035051,0.251213246,0.439376522,0.8
0.408541332,0.2,0.411035048,0.251213246,0.43937673,0.8
0.408541422,0.2,0.411035046,0.251213246,0.439376939,0.8
0.408541513,0.2,0.411035043,0.251213246,0.439377147,0.8
0.408541604,0.2,0.41103504,0.251213246,0.439377355,0.8
0.408541694,0.2,0.411035037,0.251213246,0.439377564,0.8
0.408541785,0.2,0.411035035,0.251213246,0.439377772,0.8
0.408541876,0.2,0.411035032,0.251213246,0.43937798,0.8
0.408541967,0.2,0.411035029,0.251213246,0.439378189,0.8
0.408542057,0.2,0.411035027,0.251213246,0.439378397,0.8
0.408542148,0.2,0.411035024,0.251213246,0.439378605,0.8
0.408542239,0.2,0.411035021,0.251213246,0.439378814,0.8
0.40854233,0.2,0.411035018,0.251213246,0.439379022,0.8
0.408542421,0.2,0.411035016,0.251213246,0.43937923,0.8
0.408542511,0.2,0.411035013,0.251213246,0.439379438,0.8
0.408542602,0.2,0.41103501,0.251213246,0.439379646,0.8
0.408542693,0.2,0.411035007,0.251213246,0.439379854,0.8
0.408542784,0.2,0.411035005,0.251213246,0.439380063,0.8
0.408542875,0.2,0.411035002,0.251213246,0.439380271,0.8
0.408542966,0.2,0.411034999,0.251213246,0.439380479,0.8
0.408543057,0.2,0.411034996,0.251213246,0.439380687,0.8
0.408543148,0.2,0.411034993,0.251213246,0.439380895,0.8
0.408543239,0.2,0.411034991,0.251213246,0.439381103,0.8
0.40854333,0.2,0.411034988,0.251213246,0.439381311,0.8
0.408543421,0.2,0.411034985,0.251213246,0.439381519,0.8
0.408543512,0.2,0.411034982,0.251213246,0.439381727,0.8
0.408543603,0.2,0.411034979,0.251213246,0.439381935,0.8
0.408543694,0.2,0.411034976,0.251213246,0.439382143,0.8
0.408543786,0.2,0.411034974,0.251213246,0.43938235,0.8
0.408543877,0.2,0.411034971,0.251213246,0.439382558,0.8
0.408543968,0.2,0.411034968,0.251213246,0.439382766,0.8
0.408544059,0.2,0.411034965,0.251213246,0.439382974,0.8
0.40854415,0.2,0.411034962,0.251213246,0.439383182,0.8
0.408544242,0.2,0.411034959,0.251213246,0.43938339,0.8
0.408544333,0.2,0.411034956,0.251213246,0.439383597,0.8
0.408544424,0.2,0.411034953,0.251213246,0.439383805,0.8
0.408544515,0.2,0.41103495,0.251213246,0.439384013,0.8
0.408544607,0.2,0.411034947,0.251213246,0.439384221,0.8
0.408544698,0.2,0.411034944,0.251213246,0.439384428,0.8
0.408544789,0.2,0.411034941,0.251213246,0.439384636,0.8
0.408544881,0.2,0.411034938,0.251213246,0.439384844,0.8
0.408544972,0.2,0.411034935,0.251213246,0.439385051,0.8
0.408545064,0.2,0.411034933,0.251213246,0.439385259,0.8
0.408545155,0.2,0.41103493,0.251213246,0.439385467,0.8
0.408545247,0.2,0.411034927,0.251213246,0.439385674,0.8
0.408545338,0.2,0.411034924,0.251213246,0.439385882,0.8
0.40854543,0.2,0.411034921,0.251213246,0.439386089,0.8
0.408545521,0.2,0.411034917,0.251213246,0.439386297,0.8
0.408545613,0.2,0.411034914,0.251213246,0.439386504,0.8
0.408545704,0.2,0.411034911,0.251213246,0.439386712,0.8
0.408545796,0.2,0.411034908,0.251213246,0.439386919,0.8
0.408545887,0.2,0.411034905,0.251213246,0.439387127,0.8
0.408545979,0.2,0.411034902,0.251213246,0.439387334,0.8
0.408546071,0.2,0.411034899,0.251213246,0.439387542,0.8
0.408546162,0.2,0.411034896,0.251213246,0.439387749,0.8
0.408546254,0.2,0.411034893,0.251213246,0.439387956,0.8
0.408546346,0.2,0.41103489,0.251213246,0.439388164,0.8
0.408546438,0.2,0.411034887,0.251213246,0.439388371,0.8
0.408546529,0.2,0.411034884,0.251213246,0.439388578,0.8
0.408546621,0.2,0.411034881,0.251213246,0.439388786,0.8
0.408546713,0.2,0.411034877,0.251213246,0.439388993,0.8
0.408546805,0.2,0.411034874,0.251213246,0.4393892,0.8
0.408546897,0.2,0.411034871,0.251213246,0.439389408,0.8
0.408546989,0.2,0.411034868,0.251213246,0.439389615,0.8
0.40854708,0.2,0.411034865,0.251213246,0.439389822,0.8
0.408547172,0.2,0.411034862,0.251213246,0.439390029,0.8
0.408547264,0.2,0.411034858,0.251213246,0.439390236,0.8
0.408547356,0.2,0.411034855,0.251213246,0.439390444,0.8
0.408547448,0.2,0.411034852,0.251213246,0.439390651,0.8
0.40854754,0.2,0.411034849,0.251213246,0.439390858,0.8
0.408547632,0.2,0.411034846,0.251213246,0.439391065,0.8
0.408547724,0.2,0.411034842,0.251213246,0.439391272,0.8
0.408547816,0.2,0.411034839,0.251213246,0.439391479,0.8
0.408547908,0.2,0.411034836,0.251213246,0.439391686,0.8
0.408548,0.2,0.411034833,0.251213246,0.439391893,0.8
0.408548093,0.2,0.411034829,0.251213246,0.4393921,0.8
0.408548185,0.2,0.411034826,0.251213246,0.439392307,0.8
0.408548277,0.2,0.411034823,0.251213246,0.439392514,0.8
0.408548369,0.2,0.41103482,0.251213246,0.439392721,0.8
0.408548461,0.2,0.411034816,0.251213246,0.439392928,0.8
0.408548554,0.2,0.411034813,0.251213246,0.439393135,0.8
0.408548646,0.2,0.41103481,0.251213246,0.439393342,0.8
0.408548738,0.2,0.411034806,0.251213246,0.439393549,0.8
0.40854883,0.2,0.411034803,0.251213246,0.439393756,0.8
0.408548923,0.2,0.4110348,0.251213246,0.439393963,0.8
0.408549015,0.2,0.411034796,0.251213246,0.43939417,0.8
0.408549107,0.2,0.411034793,0.251213246,0.439394377,0.8
0.4085492,0.2,0.41103479,0.251213246,0.439394583,0.8
0.408549292,0.2,0.411034786,0.251213246,0.43939479,0.8
0.408549385,0.2,0.411034783,0.251213246,0.439394997,0.8
0.408549477,0.2,0.41103478,0.251213246,0.439395204,0.8
0.40854957,0.2,0.411034776,0.251213246,0.439395411,0.8
