

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working?,Husbands_occupation,Standard-of-living_index,Media_exposure)
    66        2:2        2:2       0.528 (44,4,4,4,1,0,2,3,0)
    67        2:2        2:2       0.999 (39,4,4,3,0,1,1,4,0)
    68        3:3        3:3       0.927 (30,4,4,3,0,0,2,4,0)
    69        3:3        3:3       0.978 (25,2,4,2,1,1,2,4,0)
    70        3:3        3:3       0.954 (29,2,4,2,1,1,3,2,0)
    71        3:3        1:1   +   0.555 (22,4,4,1,1,1,3,3,0)
    72        3:3        3:3       1 (30,2,2,2,1,1,3,2,0)
    73        3:3        3:3       0.937 (27,4,4,2,1,1,3,4,0)
    74        3:3        3:3       0.995 (21,4,4,1,0,1,2,4,0)
    75        3:3        3:3       1 (27,2,4,4,1,1,3,4,0)
    76        3:3        1:1   +   0.885 (25,2,2,1,1,1,3,3,0)
    77        3:3        3:3       0.523 (26,4,4,1,0,0,2,4,0)
    78        3:3        1:1   +   0.568 (27,3,3,1,1,0,3,3,0)
    79        3:3        1:1   +   0.995 (27,3,3,3,1,1,2,3,0)
    80        3:3        3:3       0.954 (21,3,3,1,1,1,2,2,0)
    81        3:3        3:3       1 (32,2,3,4,1,1,3,2,0)
    82        3:3        3:3       1 (30,3,3,3,1,0,3,2,0)
    83        3:3        3:3       0.985 (24,3,3,3,1,0,2,1,0)
    84        3:3        3:3       0.991 (34,2,4,6,1,1,3,3,0)
    85        3:3        3:3       0.64 (42,2,4,6,1,1,2,4,0)
    86        3:3        3:3       0.93 (32,4,3,3,1,1,2,4,0)
    87        3:3        3:3       0.988 (32,4,4,4,1,1,1,3,0)
    88        3:3        1:1   +   0.757 (24,3,4,1,1,1,3,4,0)
    89        3:3        3:3       0.999 (25,4,4,2,1,1,2,4,0)
    90        3:3        3:3       1 (27,3,4,4,1,1,3,3,0)
    91        3:3        1:1   +   0.878 (26,4,4,3,1,1,3,4,0)
    92        3:3        3:3       1 (20,2,3,1,1,1,2,1,0)
    93        3:3        3:3       0.755 (37,4,4,6,1,0,3,4,0)
    94        3:3        2:2   +   0.979 (38,3,3,2,0,1,3,4,0)
    95        3:3        1:1   +   0.58 (22,1,2,3,1,1,3,1,1)
    96        3:3        2:2   +   0.999 (37,4,4,3,0,1,3,4,0)
    97        3:3        3:3       0.999 (22,2,2,3,1,0,3,3,0)
    98        3:3        3:3       1 (29,1,2,1,1,1,3,3,0)
    99        3:3        1:1   +   0.582 (31,3,4,5,1,1,3,1,0)
   100        3:3        2:2   +   0.738 (35,2,4,6,1,1,3,4,0)
   101        3:3        1:1   +   0.596 (30,4,4,1,1,1,1,4,0)
   102        3:3        3:3       0.547 (29,3,4,5,1,1,1,2,0)
   103        3:3        3:3       0.978 (24,3,4,3,1,1,1,4,0)
   104        3:3        2:2   +   0.651 (26,4,4,1,1,0,2,4,0)
   105        3:3        3:3       0.999 (26,2,4,3,1,1,3,4,0)
   106        3:3        3:3       1 (29,2,4,3,1,1,3,3,0)
   107        3:3        3:3       0.608 (22,3,4,1,1,1,3,3,0)
   108        3:3        3:3       0.999 (25,4,3,2,1,1,3,3,0)
   109        3:3        2:2   +   1 (34,4,3,3,0,1,2,4,0)
   110        3:3        3:3       1 (29,2,4,4,1,1,3,2,0)
   111        3:3        1:1   +   0.622 (25,2,4,3,1,1,3,2,0)
   112        3:3        1:1   +   0.561 (27,2,2,5,1,1,3,1,0)
   113        3:3        3:3       0.798 (39,4,3,1,1,0,2,2,0)
   114        3:3        3:3       0.999 (28,4,4,1,1,1,2,4,0)
   115        3:3        3:3       0.993 (29,2,3,5,1,1,2,4,0)
   116        3:3        3:3       0.983 (21,3,4,1,1,0,3,4,0)
   117        3:3        3:3       1 (30,3,4,3,1,1,3,3,0)
   118        3:3        3:3       0.801 (20,2,2,2,1,1,3,2,1)
     1        1:1        1:1       0.951 (25,3,3,1,1,1,2,2,0)
     2        1:1        3:3   +   1 (25,2,2,2,1,1,3,1,0)
     3        1:1        3:3   +   1 (16,3,4,1,1,1,3,3,0)
     4        1:1        3:3   +   0.999 (24,3,4,1,1,0,3,3,0)
     5        1:1        2:2   +   0.946 (29,3,4,2,1,1,1,3,0)
     6        1:1        1:1       0.997 (23,4,4,1,1,0,3,3,0)
     7        1:1        3:3   +   1 (26,1,3,1,1,1,3,1,0)
     8        1:1        1:1       0.913 (22,4,4,0,1,0,2,4,0)
     9        1:1        1:1       0.597 (29,2,4,0,1,0,3,4,0)
    10        1:1        3:3   +   0.93 (25,4,4,1,1,1,1,4,0)
    11        1:1        1:1       0.67 (37,3,4,0,1,1,3,4,0)
    12        1:1        3:3   +   1 (21,2,2,1,1,1,3,2,0)
    13        1:1        2:2   +   0.979 (35,4,4,3,1,1,1,4,0)
    14        1:1        1:1       0.98 (47,2,4,2,1,1,3,2,1)
    15        1:1        1:1       1 (29,3,2,0,1,1,2,2,0)
    16        1:1        3:3   +   0.999 (22,2,4,4,1,1,3,4,0)
    17        1:1        1:1       0.867 (21,2,3,0,1,1,3,4,0)
    18        1:1        1:1       1 (48,3,4,4,0,1,2,4,0)
    19        1:1        3:3   +   0.999 (27,3,3,4,1,1,2,4,0)
    20        1:1        1:1       0.95 (20,3,4,2,1,1,3,2,0)
    21        1:1        1:1       0.925 (18,3,2,1,1,1,3,1,0)
    22        1:1        3:3   +   0.999 (32,4,4,3,1,1,1,4,0)
    23        1:1        2:2   +   0.994 (49,3,4,9,1,1,1,4,0)
    24        1:1        3:3   +   0.509 (38,1,3,4,1,0,2,2,0)
    25        1:1        3:3   +   0.973 (28,4,4,1,0,1,1,3,0)
    26        1:1        2:2   +   0.999 (38,2,2,6,1,1,3,4,0)
    27        1:1        1:1       1 (25,4,4,0,0,1,2,4,0)
    28        1:1        1:1       0.503 (49,4,4,6,0,0,1,4,0)
    29        1:1        1:1       0.863 (43,1,2,1,1,1,3,4,1)
    30        1:1        1:1       0.834 (47,1,1,1,1,1,3,4,0)
    31        1:1        2:2   +   0.999 (49,4,4,4,1,1,3,4,0)
    32        1:1        2:2   +   0.976 (25,3,3,1,1,1,3,1,0)
    33        1:1        3:3   +   0.807 (35,2,3,8,1,1,3,2,0)
    34        1:1        2:2   +   0.672 (43,4,4,3,0,1,2,4,0)
    35        2:2        2:2       0.943 (24,4,4,1,0,1,2,3,0)
    36        2:2        3:3   +   0.521 (33,3,4,2,1,1,1,4,0)
    37        2:2        3:3   +   0.964 (32,4,4,2,1,0,1,4,0)
    38        2:2        3:3   +   0.993 (31,4,2,2,0,1,1,3,0)
    39        2:2        3:3   +   0.622 (23,4,4,1,1,1,1,2,0)
    40        2:2        3:3   +   0.732 (27,4,4,1,1,0,3,3,0)
    41        2:2        2:2       0.883 (33,4,4,4,1,1,1,4,0)
    42        2:2        3:3   +   0.999 (24,4,4,1,1,0,1,4,0)
    43        2:2        3:3   +   0.99 (37,4,4,5,1,1,3,4,0)
    44        2:2        2:2       0.975 (42,4,3,7,1,0,1,4,0)
    45        2:2        3:3   +   1 (35,3,3,4,1,1,3,2,0)
    46        2:2        1:1   +   0.977 (25,2,3,1,1,0,4,4,0)
    47        2:2        3:3   +   0.991 (19,4,4,1,1,1,2,3,0)
    48        2:2        2:2       0.556 (32,4,4,4,0,0,2,4,0)
    49        2:2        3:3   +   1 (35,4,4,5,1,1,2,4,0)
    50        2:2        3:3   +   1 (36,4,4,3,1,0,2,4,0)
    51        2:2        3:3   +   0.998 (25,2,4,3,1,1,1,4,1)
    52        2:2        2:2       0.998 (26,2,2,4,1,1,3,4,0)
    53        2:2        3:3   +   0.999 (32,4,4,4,1,1,2,4,0)
    54        2:2        3:3   +   0.544 (40,3,4,2,0,1,3,4,0)
    55        2:2        3:3   +   1 (25,3,4,3,1,1,2,3,0)
    56        2:2        2:2       0.994 (39,4,4,3,1,1,1,4,0)
    57        2:2        3:3   +   0.999 (29,4,4,1,1,0,2,4,0)
    58        2:2        3:3   +   0.855 (26,4,4,1,0,1,2,4,0)
    59        2:2        2:2       0.998 (44,2,4,4,1,1,3,3,0)
    60        2:2        1:1   +   0.764 (27,3,3,1,0,0,2,4,0)
    61        2:2        3:3   +   0.902 (40,2,3,6,1,1,1,2,0)
    62        2:2        3:3   +   1 (17,4,4,1,1,1,2,4,0)
    63        2:2        2:2       0.994 (45,3,3,5,0,1,1,3,0)
    64        2:2        2:2       0.999 (45,3,3,7,1,1,3,4,0)
    65        2:2        3:3   +   0.976 (36,4,4,4,0,0,1,4,0)
    66        2:2        3:3   +   0.946 (25,4,4,2,0,1,1,3,0)
    67        2:2        3:3   +   1 (35,2,4,4,0,1,3,2,0)
    68        3:3        3:3       0.964 (36,2,4,11,1,1,1,4,1)
    69        3:3        3:3       0.997 (26,3,3,2,1,0,2,2,0)
    70        3:3        3:3       1 (29,2,3,4,1,1,2,1,0)
    71        3:3        3:3       0.934 (37,4,4,6,1,1,1,4,0)
    72        3:3        2:2   +   0.915 (33,2,2,7,1,0,2,3,0)
    73        3:3        3:3       0.996 (35,4,3,2,0,1,3,4,0)
    74        3:3        3:3       0.931 (25,3,3,1,1,1,2,1,0)
    75        3:3        3:3       1 (27,2,2,5,1,1,3,3,0)
    76        3:3        2:2   +   0.999 (45,4,4,3,1,1,1,4,0)
    77        3:3        3:3       1 (19,4,4,1,1,1,2,4,0)
    78        3:3        3:3       0.99 (33,3,4,8,1,1,3,4,0)
    79        3:3        3:3       0.997 (29,3,3,2,1,1,3,2,0)
    80        3:3        3:3       0.998 (46,3,4,9,1,1,3,4,0)
    81        3:3        1:1   +   0.513 (23,3,3,1,1,1,2,2,0)
    82        3:3        3:3       0.999 (22,2,4,2,1,1,3,2,0)
    83        3:3        3:3       0.939 (40,3,4,3,1,0,1,4,0)
    84        3:3        3:3       0.703 (32,3,4,5,0,1,3,4,0)
    85        3:3        3:3       1 (29,3,3,4,1,1,3,4,0)
    86        3:3        3:3       0.943 (26,2,4,3,1,1,3,4,0)
    87        3:3        1:1   +   0.541 (39,1,2,2,1,0,2,4,0)
    88        3:3        2:2   +   0.979 (35,4,4,3,1,1,1,4,0)
    89        3:3        3:3       0.772 (25,4,4,3,1,1,1,4,0)
    90        3:3        3:3       0.513 (30,2,2,6,1,0,2,3,0)
    91        3:3        2:2   +   0.906 (26,3,4,2,1,1,1,3,0)
    92        3:3        3:3       0.997 (31,4,4,5,1,0,1,4,0)
    93        3:3        2:2   +   0.958 (35,4,4,2,1,0,1,4,0)
    94        3:3        3:3       1 (26,3,3,3,1,1,3,3,0)
    95        3:3        1:1   +   0.696 (33,4,4,5,1,1,1,4,0)
    96        3:3        1:1   +   0.592 (30,3,4,3,1,1,3,4,0)
    97        3:3        3:3       0.843 (23,4,3,1,1,1,2,2,0)
    98        3:3        2:2   +   0.511 (35,2,3,6,1,0,3,3,0)
    99        3:3        2:2   +   0.989 (23,3,2,2,1,0,3,2,0)
   100        3:3        3:3       0.986 (27,3,4,4,1,1,3,4,0)
   101        3:3        1:1   +   0.872 (27,3,4,2,1,1,1,3,0)
   102        3:3        2:2   +   0.991 (34,4,4,2,0,0,2,4,0)
   103        3:3        3:3       0.988 (38,4,4,2,1,1,3,4,0)
   104        3:3        3:3       0.762 (23,3,4,1,1,1,2,3,0)
   105        3:3        3:3       1 (32,4,4,3,1,0,1,4,0)
   106        3:3        1:1   +   0.998 (41,4,4,1,1,1,3,3,0)
   107        3:3        3:3       1 (24,1,2,3,1,1,3,2,0)
   108        3:3        3:3       0.99 (36,2,3,7,1,1,3,3,0)
   109        3:3        2:2   +   0.999 (38,3,4,7,1,1,3,2,0)
   110        3:3        1:1   +   1 (17,2,2,0,1,0,3,2,0)
   111        3:3        2:2   +   0.948 (48,3,4,3,1,1,2,3,0)
   112        3:3        2:2   +   0.993 (28,3,3,2,0,1,2,3,0)
   113        3:3        3:3       0.993 (29,4,4,3,1,0,1,4,0)
   114        3:3        1:1   +   0.902 (36,1,1,5,1,1,3,3,0)
   115        3:3        2:2   +   1 (41,3,3,7,0,1,2,4,0)
   116        3:3        2:2   +   0.998 (43,3,3,8,1,1,1,3,0)
   117        3:3        3:3       0.502 (21,1,3,1,1,1,3,3,1)
   118        3:3        1:1   +   0.933 (25,4,4,1,0,1,3,3,0)
     1        1:1        3:3   +   0.995 (26,4,4,2,1,1,1,3,0)
     2        1:1        3:3   +   0.663 (25,4,4,2,1,1,3,2,0)
     3        1:1        1:1       0.995 (49,1,2,5,1,0,2,2,1)
     4        1:1        3:3   +   0.997 (28,1,4,2,1,0,2,3,0)
     5        1:1        2:2   +   0.932 (27,4,4,3,1,1,1,4,0)
     6        1:1        2:2   +   0.976 (43,3,4,10,1,1,3,3,0)
     7        1:1        1:1       1 (25,3,3,0,1,1,3,4,0)
     8        1:1        1:1       1 (42,4,4,0,0,0,3,4,0)
     9        1:1        2:2   +   0.843 (32,3,4,0,1,1,3,4,0)
    10        1:1        3:3   +   0.999 (21,4,4,1,1,1,3,3,0)
    11        1:1        3:3   +   0.585 (45,3,4,3,0,1,3,4,0)
    12        1:1        1:1       1 (36,2,2,0,0,0,3,3,0)
    13        1:1        2:2   +   0.975 (28,4,4,2,1,1,1,3,0)
    14        1:1        3:3   +   0.661 (44,1,2,2,1,1,2,4,0)
    15        1:1        3:3   +   0.967 (22,2,2,1,1,1,3,1,1)
    16        1:1        3:3   +   0.508 (24,2,2,3,1,1,2,4,0)
    17        1:1        2:2   +   0.511 (44,4,4,3,1,0,1,4,1)
    18        1:1        3:3   +   1 (29,1,2,7,1,1,2,4,0)
    19        1:1        1:1       0.504 (21,3,3,0,1,1,2,2,0)
    20        1:1        3:3   +   0.914 (28,3,3,5,1,1,3,3,0)
    21        1:1        2:2   +   0.862 (47,2,3,5,1,1,1,1,0)
    22        1:1        3:3   +   0.993 (30,3,4,5,1,1,1,4,0)
    23        1:1        1:1       1 (31,4,4,0,0,0,2,4,0)
    24        1:1        3:3   +   0.677 (30,4,4,3,1,0,2,4,0)
    25        1:1        3:3   +   1 (25,2,3,2,1,1,3,2,0)
    26        1:1        3:3   +   0.574 (23,3,3,6,1,1,3,3,0)
    27        1:1        2:2   +   0.982 (26,3,4,1,0,1,2,2,0)
    28        1:1        2:2   +   0.997 (23,4,4,1,1,1,2,3,0)
    29        1:1        3:3   +   1 (23,2,2,2,1,1,3,3,0)
    30        1:1        1:1       0.717 (23,3,3,1,1,0,2,4,0)
    31        1:1        1:1       1 (23,3,4,4,1,1,3,1,1)
    32        1:1        1:1       1 (30,4,2,0,1,0,3,3,0)
