

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working?,Husbands_occupation,Standard-of-living_index,Media_exposure)
    56        2:2        1:1   +   0.667 (38,2,2,8,1,1,2,2,0)
    57        2:2        2:2       0.875 (48,4,4,7,1,0,1,4,0)
    58        2:2        2:2       0.5 (27,3,3,1,1,0,3,4,0)
    59        2:2        2:2       0.455 (36,4,4,3,1,1,1,4,0)
    60        2:2        2:2       0.65 (47,4,4,4,0,1,2,4,0)
    61        2:2        3:3   +   0.557 (24,4,4,2,1,1,2,4,0)
    62        2:2        3:3   +   0.398 (21,4,4,1,1,1,1,4,0)
    63        2:2        3:3   +   0.714 (33,2,2,6,1,0,3,4,0)
    64        2:2        3:3   +   0.431 (26,3,3,2,1,1,3,2,0)
    65        2:2        3:3   +   0.398 (23,4,4,1,1,1,3,4,0)
    66        2:2        3:3   +   1 (30,2,2,7,1,1,3,4,0)
    67        2:2        2:2       0.65 (40,4,4,4,1,1,1,4,0)
    68        3:3        1:1   +   0.625 (24,2,3,5,1,1,3,3,0)
    69        3:3        3:3       0.525 (24,3,4,4,1,1,3,1,0)
    70        3:3        3:3       0.398 (26,4,4,1,1,1,3,3,0)
    71        3:3        2:2   +   0.65 (26,4,4,4,1,1,3,4,0)
    72        3:3        3:3       0.431 (22,3,3,2,1,1,3,1,0)
    73        3:3        3:3       0.714 (33,2,4,3,1,1,3,4,0)
    74        3:3        3:3       1 (35,3,2,9,1,0,3,4,0)
    75        3:3        2:2   +   0.65 (35,4,4,4,1,1,1,4,0)
    76        3:3        3:3       0.525 (35,3,4,4,1,0,1,4,0)
    77        3:3        3:3       0.431 (24,3,4,2,1,1,3,3,0)
    78        3:3        2:2   +   0.65 (27,4,4,4,1,1,3,3,0)
    79        3:3        3:3       0.431 (24,3,3,2,1,1,3,3,0)
    80        3:3        2:2   +   0.65 (44,4,4,4,0,1,2,3,0)
    81        3:3        3:3       0.889 (29,2,4,4,1,0,2,4,0)
    82        3:3        3:3       0.424 (35,3,4,5,1,1,1,4,0)
    83        3:3        1:1   +   0.625 (24,2,4,2,1,1,1,4,0)
    84        3:3        3:3       1 (27,2,2,3,1,1,2,2,1)
    85        3:3        3:3       0.557 (23,4,4,2,1,0,2,4,0)
    86        3:3        1:1   +   0.625 (24,2,4,3,1,1,3,3,0)
    87        3:3        2:2   +   0.65 (28,4,4,4,1,1,3,4,0)
    88        3:3        3:3       0.607 (31,3,3,3,1,1,3,1,1)
    89        3:3        1:1   +   0.525 (29,1,3,5,1,1,3,3,0)
    90        3:3        3:3       0.557 (36,4,4,2,1,0,1,4,0)
    91        3:3        2:2   +   0.455 (36,4,4,3,0,0,2,4,0)
    92        3:3        3:3       0.557 (30,4,4,2,1,1,1,4,0)
    93        3:3        2:2   +   0.474 (37,4,4,5,0,0,2,4,0)
    94        3:3        2:2   +   0.65 (28,4,4,4,1,1,2,3,0)
    95        3:3        3:3       0.889 (29,2,3,3,1,0,3,2,0)
    96        3:3        2:2   +   0.455 (35,4,4,3,0,1,3,4,0)
    97        3:3        2:2   +   0.65 (36,4,4,4,0,1,1,4,0)
    98        3:3        2:2   +   0.455 (36,4,4,3,1,1,1,4,0)
    99        3:3        2:2   +   0.455 (43,4,4,3,1,1,1,4,0)
   100        3:3        3:3       0.525 (29,3,4,4,1,0,1,3,0)
   101        3:3        2:2   +   0.455 (43,4,4,3,1,1,1,4,0)
   102        3:3        3:3       0.398 (24,4,4,1,1,1,2,3,0)
   103        3:3        2:2   +   0.455 (36,4,4,3,0,1,3,4,0)
   104        3:3        3:3       0.424 (29,3,4,5,1,1,3,3,0)
   105        3:3        3:3       1 (27,2,4,1,1,1,3,3,0)
   106        3:3        3:3       0.607 (29,3,4,3,1,1,3,2,0)
   107        3:3        3:3       0.398 (30,4,4,1,1,0,3,2,0)
   108        3:3        3:3       0.431 (21,3,4,2,1,1,3,3,0)
   109        3:3        3:3       0.525 (35,3,4,4,1,1,1,4,0)
   110        3:3        3:3       0.667 (26,2,4,3,1,1,1,3,0)
   111        3:3        3:3       0.607 (30,3,4,3,1,1,2,3,0)
   112        3:3        2:2   +   0.667 (26,2,3,2,1,1,3,3,0)
   113        3:3        3:3       0.557 (23,4,3,2,1,0,2,3,0)
   114        3:3        3:3       1 (21,3,3,1,1,1,3,1,0)
   115        3:3        3:3       0.714 (34,2,4,4,1,1,3,3,0)
   116        3:3        3:3       1 (21,3,3,1,0,1,3,2,0)
   117        3:3        3:3       0.431 (25,3,4,2,1,0,2,4,0)
   118        3:3        3:3       0.525 (26,3,4,4,1,1,2,4,0)
     1        1:1        2:2   +   0.462 (28,4,4,5,1,1,1,4,0)
     2        1:1        1:1       0.5 (39,3,4,3,1,1,1,4,0)
     3        1:1        1:1       0.6 (48,3,4,11,1,1,1,4,0)
     4        1:1        3:3   +   0.6 (44,1,2,2,1,1,3,1,0)
     5        1:1        3:3   +   0.484 (38,2,2,10,1,1,3,2,0)
     6        1:1        3:3   +   0.484 (25,2,3,0,1,1,2,4,0)
     7        1:1        3:3   +   0.484 (30,2,3,1,1,1,2,1,0)
     8        1:1        3:3   +   0.484 (26,2,4,3,1,1,3,4,0)
     9        1:1        1:1       0.75 (45,3,4,0,1,1,1,3,0)
    10        1:1        1:1       0.8 (20,3,4,0,1,1,3,3,0)
    11        1:1        3:3   +   0.484 (26,2,3,1,1,0,4,4,0)
    12        1:1        1:1       1 (19,4,4,0,0,1,3,4,0)
    13        1:1        3:3   +   0.484 (21,2,4,0,1,1,2,2,0)
    14        1:1        1:1       0.857 (49,1,2,8,1,1,3,1,1)
    15        1:1        3:3   +   0.484 (22,2,1,0,1,1,2,2,0)
    16        1:1        3:3   +   0.484 (39,2,2,5,1,0,3,2,1)
    17        1:1        1:1       1 (49,3,4,6,1,1,1,4,0)
    18        1:1        1:1       0.778 (30,1,3,1,1,1,3,4,0)
    19        1:1        3:3   +   0.875 (44,1,3,4,1,1,3,3,1)
    20        1:1        1:1       0.667 (25,3,3,1,1,1,3,4,0)
    21        1:1        3:3   +   0.389 (48,4,4,1,0,1,1,4,0)
    22        1:1        3:3   +   0.455 (27,3,4,0,1,0,3,3,0)
    23        1:1        2:2   +   0.634 (24,4,4,4,1,1,1,4,0)
    24        1:1        3:3   +   0.875 (34,1,3,4,1,0,3,4,0)
    25        1:1        1:1       1 (38,1,2,12,1,1,2,3,0)
    26        1:1        3:3   +   0.889 (46,1,2,3,1,1,2,1,1)
    27        1:1        3:3   +   0.484 (45,2,3,11,1,1,2,3,0)
    28        1:1        2:2   +   0.632 (43,4,4,6,1,1,1,3,0)
    29        1:1        3:3   +   0.389 (47,4,4,1,1,1,1,4,0)
    30        1:1        3:3   +   0.484 (47,2,3,12,1,1,3,1,0)
    31        1:1        3:3   +   0.389 (19,4,4,1,1,1,1,3,0)
    32        1:1        2:2   +   0.667 (35,3,3,2,1,0,2,2,0)
    33        1:1        1:1       0.75 (31,3,3,1,1,0,3,4,0)
    34        1:1        1:1       0.5 (40,1,1,2,1,0,3,4,0)
    35        2:2        2:2       0.43 (36,4,4,3,1,1,3,3,0)
    36        2:2        1:1   +   1 (47,3,4,11,1,0,2,3,0)
    37        2:2        1:1   +   0.5 (26,1,1,2,1,1,3,4,0)
    38        2:2        3:3   +   0.455 (27,3,3,2,1,1,3,4,0)
    39        2:2        2:2       0.43 (40,4,4,3,1,1,1,4,0)
    40        2:2        3:3   +   0.484 (21,2,2,1,1,1,3,2,0)
    41        2:2        2:2       0.43 (38,4,4,3,1,0,1,4,0)
    42        2:2        3:3   +   0.389 (21,4,4,1,1,1,2,1,0)
    43        2:2        3:3   +   0.389 (21,4,4,1,1,1,1,4,0)
    44        2:2        3:3   +   0.484 (32,2,1,5,1,0,2,2,0)
    45        2:2        1:1   +   0.667 (43,3,4,2,1,0,2,4,0)
    46        2:2        3:3   +   0.484 (35,2,2,6,1,1,3,4,0)
    47        2:2        2:2       0.5 (44,3,4,6,1,1,3,2,0)
    48        2:2        2:2       0.632 (48,4,4,6,0,1,2,4,0)
    49        2:2        2:2       0.43 (32,4,4,3,0,1,3,3,0)
    50        2:2        2:2       0.43 (39,4,4,3,0,0,1,4,0)
    51        2:2        1:1   +   1 (49,3,4,4,1,1,3,4,0)
    52        2:2        2:2       0.462 (39,4,4,5,1,1,2,4,0)
    53        2:2        1:1   +   1 (49,3,3,11,1,1,1,4,0)
    54        2:2        3:3   +   0.667 (30,3,4,2,1,1,1,4,0)
    55        2:2        2:2       0.43 (39,4,4,3,0,1,2,4,0)
    56        2:2        3:3   +   0.389 (26,4,4,1,1,0,1,3,0)
    57        2:2        2:2       0.889 (48,4,3,7,1,0,2,4,0)
    58        2:2        2:2       0.632 (42,4,4,6,1,1,1,3,0)
    59        2:2        3:3   +   0.484 (28,2,1,2,1,0,3,3,0)
    60        2:2        2:2       0.43 (44,4,4,3,1,0,1,4,0)
    61        2:2        2:2       0.625 (36,3,4,7,1,1,2,2,0)
    62        2:2        3:3   +   0.389 (22,4,4,1,1,1,1,3,0)
    63        2:2        1:1   +   0.75 (18,3,4,1,1,1,3,4,0)
    64        2:2        3:3   +   0.727 (33,3,3,5,1,1,3,4,0)
    65        2:2        3:3   +   0.543 (25,4,4,2,1,1,2,4,0)
    66        2:2        2:2       0.634 (44,4,4,4,1,0,2,3,0)
    67        2:2        2:2       0.43 (39,4,4,3,0,1,1,4,0)
    68        3:3        2:2   +   0.43 (30,4,4,3,0,0,2,4,0)
    69        3:3        3:3       0.484 (25,2,4,2,1,1,2,4,0)
    70        3:3        3:3       0.484 (29,2,4,2,1,1,3,2,0)
    71        3:3        3:3       0.389 (22,4,4,1,1,1,3,3,0)
    72        3:3        3:3       0.484 (30,2,2,2,1,1,3,2,0)
    73        3:3        3:3       0.543 (27,4,4,2,1,1,3,4,0)
    74        3:3        3:3       0.389 (21,4,4,1,0,1,2,4,0)
    75        3:3        3:3       0.484 (27,2,4,4,1,1,3,4,0)
    76        3:3        3:3       0.484 (25,2,2,1,1,1,3,3,0)
    77        3:3        3:3       0.389 (26,4,4,1,0,0,2,4,0)
    78        3:3        3:3       0.455 (27,3,3,1,1,0,3,3,0)
    79        3:3        3:3       0.455 (27,3,3,3,1,1,2,3,0)
    80        3:3        3:3       0.833 (21,3,3,1,1,1,2,2,0)
    81        3:3        3:3       0.484 (32,2,3,4,1,1,3,2,0)
    82        3:3        3:3       0.667 (30,3,3,3,1,0,3,2,0)
    83        3:3        1:1   +   0.75 (24,3,3,3,1,0,2,1,0)
    84        3:3        3:3       0.484 (34,2,4,6,1,1,3,3,0)
    85        3:3        3:3       0.484 (42,2,4,6,1,1,2,4,0)
    86        3:3        2:2   +   0.43 (32,4,3,3,1,1,2,4,0)
    87        3:3        2:2   +   0.634 (32,4,4,4,1,1,1,3,0)
    88        3:3        3:3       1 (24,3,4,1,1,1,3,4,0)
    89        3:3        3:3       0.543 (25,4,4,2,1,1,2,4,0)
    90        3:3        3:3       0.455 (27,3,4,4,1,1,3,3,0)
    91        3:3        2:2   +   0.43 (26,4,4,3,1,1,3,4,0)
    92        3:3        3:3       0.484 (20,2,3,1,1,1,2,1,0)
    93        3:3        2:2   +   0.632 (37,4,4,6,1,0,3,4,0)
    94        3:3        1:1   +   1 (38,3,3,2,0,1,3,4,0)
    95        3:3        3:3       0.889 (22,1,2,3,1,1,3,1,1)
    96        3:3        2:2   +   0.43 (37,4,4,3,0,1,3,4,0)
    97        3:3        3:3       0.484 (22,2,2,3,1,0,3,3,0)
    98        3:3        1:1   +   0.778 (29,1,2,1,1,1,3,3,0)
    99        3:3        3:3       1 (31,3,4,5,1,1,3,1,0)
   100        3:3        3:3       0.484 (35,2,4,6,1,1,3,4,0)
   101        3:3        3:3       0.389 (30,4,4,1,1,1,1,4,0)
   102        3:3        1:1   +   0.455 (29,3,4,5,1,1,1,2,0)
   103        3:3        2:2   +   1 (24,3,4,3,1,1,1,4,0)
   104        3:3        3:3       0.389 (26,4,4,1,1,0,2,4,0)
   105        3:3        3:3       0.484 (26,2,4,3,1,1,3,4,0)
   106        3:3        3:3       0.484 (29,2,4,3,1,1,3,3,0)
   107        3:3        3:3       0.6 (22,3,4,1,1,1,3,3,0)
   108        3:3        3:3       0.543 (25,4,3,2,1,1,3,3,0)
   109        3:3        2:2   +   0.43 (34,4,3,3,0,1,2,4,0)
   110        3:3        3:3       0.484 (29,2,4,4,1,1,3,2,0)
   111        3:3        3:3       0.484 (25,2,4,3,1,1,3,2,0)
   112        3:3        3:3       0.484 (27,2,2,5,1,1,3,1,0)
   113        3:3        3:3       0.389 (39,4,3,1,1,0,2,2,0)
   114        3:3        3:3       0.389 (28,4,4,1,1,1,2,4,0)
   115        3:3        3:3       0.484 (29,2,3,5,1,1,2,4,0)
   116        3:3        3:3       0.833 (21,3,4,1,1,0,3,4,0)
   117        3:3        3:3       0.667 (30,3,4,3,1,1,3,3,0)
   118        3:3        3:3       0.484 (20,2,2,2,1,1,3,2,1)
     1        1:1        1:1       0.75 (25,3,3,1,1,1,2,2,0)
     2        1:1        3:3   +   0.502 (25,2,2,2,1,1,3,1,0)
     3        1:1        3:3   +   0.453 (16,3,4,1,1,1,3,3,0)
     4        1:1        3:3   +   0.615 (24,3,4,1,1,0,3,3,0)
     5        1:1        3:3   +   0.563 (29,3,4,2,1,1,1,3,0)
     6        1:1        3:3   +   0.427 (23,4,4,1,1,0,3,3,0)
     7        1:1        1:1       0.541 (26,1,3,1,1,1,3,1,0)
     8        1:1        1:1       1 (22,4,4,0,1,0,2,4,0)
     9        1:1        3:3   +   0.502 (29,2,4,0,1,0,3,4,0)
    10        1:1        3:3   +   0.427 (25,4,4,1,1,1,1,4,0)
    11        1:1        3:3   +   0.556 (37,3,4,0,1,1,3,4,0)
    12        1:1        3:3   +   0.502 (21,2,2,1,1,1,3,2,0)
    13        1:1        2:2   +   0.542 (35,4,4,3,1,1,1,4,0)
    14        1:1        3:3   +   0.502 (47,2,4,2,1,1,3,2,1)
    15        1:1        3:3   +   0.563 (29,3,2,0,1,1,2,2,0)
    16        1:1        3:3   +   0.502 (22,2,4,4,1,1,3,4,0)
    17        1:1        3:3   +   0.502 (21,2,3,0,1,1,3,4,0)
    18        1:1        1:1       0.75 (48,3,4,4,0,1,2,4,0)
    19        1:1        2:2   +   0.75 (27,3,3,4,1,1,2,4,0)
    20        1:1        1:1       0.8 (20,3,4,2,1,1,3,2,0)
    21        1:1        1:1       0.5 (18,3,2,1,1,1,3,1,0)
    22        1:1        2:2   +   0.542 (32,4,4,3,1,1,1,4,0)
    23        1:1        2:2   +   0.667 (49,3,4,9,1,1,1,4,0)
    24        1:1        1:1       0.541 (38,1,3,4,1,0,2,2,0)
    25        1:1        3:3   +   0.427 (28,4,4,1,0,1,1,3,0)
    26        1:1        3:3   +   0.502 (38,2,2,6,1,1,3,4,0)
    27        1:1        1:1       1 (25,4,4,0,0,1,2,4,0)
    28        1:1        2:2   +   0.667 (49,4,4,6,0,0,1,4,0)
    29        1:1        1:1       0.541 (43,1,2,1,1,1,3,4,1)
    30        1:1        1:1       0.541 (47,1,1,1,1,1,3,4,0)
    31        1:1        2:2   +   0.609 (49,4,4,4,1,1,3,4,0)
    32        1:1        1:1       0.75 (25,3,3,1,1,1,3,1,0)
    33        1:1        3:3   +   0.502 (35,2,3,8,1,1,3,2,0)
    34        1:1        3:3   +   0.611 (43,4,4,3,0,1,2,4,0)
    35        2:2        3:3   +   0.427 (24,4,4,1,0,1,2,3,0)
    36        2:2        3:3   +   0.7 (33,3,4,2,1,1,1,4,0)
    37        2:2        3:3   +   0.551 (32,4,4,2,1,0,1,4,0)
    38        2:2        3:3   +   0.551 (31,4,2,2,0,1,1,3,0)
    39        2:2        3:3   +   0.427 (23,4,4,1,1,1,1,2,0)
    40        2:2        3:3   +   0.427 (27,4,4,1,1,0,3,3,0)
    41        2:2        2:2       0.609 (33,4,4,4,1,1,1,4,0)
    42        2:2        3:3   +   0.427 (24,4,4,1,1,0,1,4,0)
    43        2:2        2:2       0.459 (37,4,4,5,1,1,3,4,0)
    44        2:2        2:2       0.889 (42,4,3,7,1,0,1,4,0)
    45        2:2        1:1   +   0.667 (35,3,3,4,1,1,3,2,0)
    46        2:2        3:3   +   0.502 (25,2,3,1,1,0,4,4,0)
    47        2:2        3:3   +   0.427 (19,4,4,1,1,1,2,3,0)
    48        2:2        2:2       0.609 (32,4,4,4,0,0,2,4,0)
    49        2:2        2:2       0.459 (35,4,4,5,1,1,2,4,0)
    50        2:2        3:3   +   0.611 (36,4,4,3,1,0,2,4,0)
    51        2:2        3:3   +   0.502 (25,2,4,3,1,1,1,4,1)
    52        2:2        3:3   +   0.502 (26,2,2,4,1,1,3,4,0)
    53        2:2        2:2       0.609 (32,4,4,4,1,1,2,4,0)
    54        2:2        3:3   +   0.667 (40,3,4,2,0,1,3,4,0)
    55        2:2        3:3   +   0.857 (25,3,4,3,1,1,2,3,0)
    56        2:2        2:2       0.542 (39,4,4,3,1,1,1,4,0)
    57        2:2        3:3   +   0.427 (29,4,4,1,1,0,2,4,0)
    58        2:2        3:3   +   0.427 (26,4,4,1,0,1,2,4,0)
    59        2:2        3:3   +   0.502 (44,2,4,4,1,1,3,3,0)
    60        2:2        2:2       0.75 (27,3,3,1,0,0,2,4,0)
    61        2:2        3:3   +   0.502 (40,2,3,6,1,1,1,2,0)
    62        2:2        3:3   +   0.427 (17,4,4,1,1,1,2,4,0)
    63        2:2        2:2       1 (45,3,3,5,0,1,1,3,0)
    64        2:2        2:2       1 (45,3,3,7,1,1,3,4,0)
    65        2:2        2:2       0.609 (36,4,4,4,0,0,1,4,0)
    66        2:2        3:3   +   0.551 (25,4,4,2,0,1,1,3,0)
    67        2:2        3:3   +   0.502 (35,2,4,4,0,1,3,2,0)
    68        3:3        3:3       0.502 (36,2,4,11,1,1,1,4,1)
    69        3:3        3:3       0.563 (26,3,3,2,1,0,2,2,0)
    70        3:3        3:3       0.502 (29,2,3,4,1,1,2,1,0)
    71        3:3        2:2   +   0.667 (37,4,4,6,1,1,1,4,0)
    72        3:3        3:3       0.502 (33,2,2,7,1,0,2,3,0)
    73        3:3        3:3       0.551 (35,4,3,2,0,1,3,4,0)
    74        3:3        1:1   +   0.75 (25,3,3,1,1,1,2,1,0)
    75        3:3        3:3       0.502 (27,2,2,5,1,1,3,3,0)
    76        3:3        2:2   +   0.542 (45,4,4,3,1,1,1,4,0)
    77        3:3        3:3       0.427 (19,4,4,1,1,1,2,4,0)
    78        3:3        3:3       0.7 (33,3,4,8,1,1,3,4,0)
    79        3:3        3:3       0.563 (29,3,3,2,1,1,3,2,0)
    80        3:3        1:1   +   0.5 (46,3,4,9,1,1,3,4,0)
    81        3:3        1:1   +   0.833 (23,3,3,1,1,1,2,2,0)
    82        3:3        3:3       0.502 (22,2,4,2,1,1,3,2,0)
    83        3:3        3:3       0.667 (40,3,4,3,1,0,1,4,0)
    84        3:3        2:2   +   0.455 (32,3,4,5,0,1,3,4,0)
    85        3:3        3:3       0.563 (29,3,3,4,1,1,3,4,0)
    86        3:3        3:3       0.502 (26,2,4,3,1,1,3,4,0)
    87        3:3        1:1   +   0.541 (39,1,2,2,1,0,2,4,0)
    88        3:3        2:2   +   0.542 (35,4,4,3,1,1,1,4,0)
    89        3:3        2:2   +   0.542 (25,4,4,3,1,1,1,4,0)
    90        3:3        3:3       0.502 (30,2,2,6,1,0,2,3,0)
    91        3:3        3:3       0.563 (26,3,4,2,1,1,1,3,0)
    92        3:3        2:2   +   0.459 (31,4,4,5,1,0,1,4,0)
    93        3:3        3:3       0.551 (35,4,4,2,1,0,1,4,0)
    94        3:3        3:3       0.563 (26,3,3,3,1,1,3,3,0)
    95        3:3        2:2   +   0.459 (33,4,4,5,1,1,1,4,0)
    96        3:3        3:3       0.647 (30,3,4,3,1,1,3,4,0)
    97        3:3        3:3       0.427 (23,4,3,1,1,1,2,2,0)
    98        3:3        3:3       0.502 (35,2,3,6,1,0,3,3,0)
    99        3:3        2:2   +   0.667 (23,3,2,2,1,0,3,2,0)
   100        3:3        2:2   +   0.75 (27,3,4,4,1,1,3,4,0)
   101        3:3        1:1   +   0.75 (27,3,4,2,1,1,1,3,0)
   102        3:3        3:3       0.551 (34,4,4,2,0,0,2,4,0)
   103        3:3        3:3       0.551 (38,4,4,2,1,1,3,4,0)
   104        3:3        1:1   +   0.833 (23,3,4,1,1,1,2,3,0)
   105        3:3        2:2   +   0.542 (32,4,4,3,1,0,1,4,0)
   106        3:3        3:3       0.427 (41,4,4,1,1,1,3,3,0)
   107        3:3        1:1   +   0.541 (24,1,2,3,1,1,3,2,0)
   108        3:3        3:3       0.502 (36,2,3,7,1,1,3,3,0)
   109        3:3        2:2   +   0.5 (38,3,4,7,1,1,3,2,0)
   110        3:3        3:3       0.502 (17,2,2,0,1,0,3,2,0)
   111        3:3        1:1   +   0.75 (48,3,4,3,1,1,2,3,0)
   112        3:3        2:2   +   1 (28,3,3,2,0,1,2,3,0)
   113        3:3        2:2   +   0.542 (29,4,4,3,1,0,1,4,0)
   114        3:3        1:1   +   0.541 (36,1,1,5,1,1,3,3,0)
   115        3:3        1:1   +   0.667 (41,3,3,7,0,1,2,4,0)
   116        3:3        1:1   +   0.75 (43,3,3,8,1,1,1,3,0)
   117        3:3        1:1   +   0.541 (21,1,3,1,1,1,3,3,1)
   118        3:3        3:3       0.427 (25,4,4,1,0,1,3,3,0)
     1        1:1        3:3   +   0.553 (26,4,4,2,1,1,1,3,0)
     2        1:1        3:3   +   0.553 (25,4,4,2,1,1,3,2,0)
     3        1:1        1:1       0.535 (49,1,2,5,1,0,2,2,1)
     4        1:1        1:1       0.535 (28,1,4,2,1,0,2,3,0)
     5        1:1        2:2   +   0.465 (27,4,4,3,1,1,1,4,0)
     6        1:1        3:3   +   1 (43,3,4,10,1,1,3,3,0)
     7        1:1        3:3   +   0.526 (25,3,3,0,1,1,3,4,0)
     8        1:1        1:1       1 (42,4,4,0,0,0,3,4,0)
     9        1:1        3:3   +   0.625 (32,3,4,0,1,1,3,4,0)
    10        1:1        3:3   +   0.398 (21,4,4,1,1,1,3,3,0)
    11        1:1        1:1       0.75 (45,3,4,3,0,1,3,4,0)
    12        1:1        3:3   +   0.5 (36,2,2,0,0,0,3,3,0)
    13        1:1        3:3   +   0.553 (28,4,4,2,1,1,1,3,0)
    14        1:1        1:1       0.535 (44,1,2,2,1,1,2,4,0)
    15        1:1        3:3   +   0.5 (22,2,2,1,1,1,3,1,1)
    16        1:1        3:3   +   0.5 (24,2,2,3,1,1,2,4,0)
    17        1:1        2:2   +   0.465 (44,4,4,3,1,0,1,4,1)
    18        1:1        1:1       0.535 (29,1,2,7,1,1,2,4,0)
    19        1:1        3:3   +   0.9 (21,3,3,0,1,1,2,2,0)
    20        1:1        3:3   +   0.467 (28,3,3,5,1,1,3,3,0)
    21        1:1        3:3   +   0.5 (47,2,3,5,1,1,1,1,0)
    22        1:1        3:3   +   0.667 (30,3,4,5,1,1,1,4,0)
    23        1:1        1:1       1 (31,4,4,0,0,0,2,4,0)
    24        1:1        2:2   +   0.465 (30,4,4,3,1,0,2,4,0)
    25        1:1        3:3   +   0.5 (25,2,3,2,1,1,3,2,0)
    26        1:1        1:1       0.5 (23,3,3,6,1,1,3,3,0)
    27        1:1        3:3   +   0.643 (26,3,4,1,0,1,2,2,0)
    28        1:1        3:3   +   0.398 (23,4,4,1,1,1,2,3,0)
    29        1:1        3:3   +   0.5 (23,2,2,2,1,1,3,3,0)
    30        1:1        2:2   +   0.667 (23,3,3,1,1,0,2,4,0)
