

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working?,Husbands_occupation,Standard-of-living_index,Media_exposure)
   106        3:3        3:3       0.802 (29,3,4,3,1,1,3,2,0)
   107        3:3        1:1   +   0.588 (30,4,4,1,1,0,3,2,0)
   108        3:3        3:3       0.67 (21,3,4,2,1,1,3,3,0)
   109        3:3        2:2   +   0.533 (35,3,4,4,1,1,1,4,0)
   110        3:3        2:2   +   0.443 (26,2,4,3,1,1,1,3,0)
   111        3:3        3:3       0.715 (30,3,4,3,1,1,2,3,0)
   112        3:3        3:3       0.82 (26,2,3,2,1,1,3,3,0)
   113        3:3        1:1   +   0.578 (23,4,3,2,1,0,2,3,0)
   114        3:3        3:3       0.822 (21,3,3,1,1,1,3,1,0)
   115        3:3        3:3       0.682 (34,2,4,4,1,1,3,3,0)
   116        3:3        3:3       0.816 (21,3,3,1,0,1,3,2,0)
   117        3:3        3:3       0.725 (25,3,4,2,1,0,2,4,0)
   118        3:3        3:3       0.538 (26,3,4,4,1,1,2,4,0)
     1        1:1        3:3   +   0.602 (28,4,4,5,1,1,1,4,0)
     2        1:1        2:2   +   0.626 (39,3,4,3,1,1,1,4,0)
     3        1:1        2:2   +   0.413 (48,3,4,11,1,1,1,4,0)
     4        1:1        1:1       0.609 (44,1,2,2,1,1,3,1,0)
     5        1:1        1:1       0.655 (38,2,2,10,1,1,3,2,0)
     6        1:1        1:1       0.793 (25,2,3,0,1,1,2,4,0)
     7        1:1        3:3   +   0.752 (30,2,3,1,1,1,2,1,0)
     8        1:1        3:3   +   0.401 (26,2,4,3,1,1,3,4,0)
     9        1:1        1:1       0.89 (45,3,4,0,1,1,1,3,0)
    10        1:1        1:1       0.852 (20,3,4,0,1,1,3,3,0)
    11        1:1        1:1       0.481 (26,2,3,1,1,0,4,4,0)
    12        1:1        1:1       0.675 (19,4,4,0,0,1,3,4,0)
    13        1:1        1:1       0.732 (21,2,4,0,1,1,2,2,0)
    14        1:1        1:1       0.872 (49,1,2,8,1,1,3,1,1)
    15        1:1        1:1       0.91 (22,2,1,0,1,1,2,2,0)
    16        1:1        1:1       0.672 (39,2,2,5,1,0,3,2,1)
    17        1:1        2:2   +   0.378 (49,3,4,6,1,1,1,4,0)
    18        1:1        3:3   +   0.507 (30,1,3,1,1,1,3,4,0)
    19        1:1        1:1       0.47 (44,1,3,4,1,1,3,3,1)
    20        1:1        3:3   +   0.593 (25,3,3,1,1,1,3,4,0)
    21        1:1        3:3   +   0.444 (48,4,4,1,0,1,1,4,0)
    22        1:1        1:1       0.84 (27,3,4,0,1,0,3,3,0)
    23        1:1        2:2   +   0.499 (24,4,4,4,1,1,1,4,0)
    24        1:1        3:3   +   0.507 (34,1,3,4,1,0,3,4,0)
    25        1:1        1:1       0.882 (38,1,2,12,1,1,2,3,0)
    26        1:1        1:1       0.688 (46,1,2,3,1,1,2,1,1)
    27        1:1        1:1       0.472 (45,2,3,11,1,1,2,3,0)
    28        1:1        2:2   +   0.646 (43,4,4,6,1,1,1,3,0)
    29        1:1        2:2   +   0.427 (47,4,4,1,1,1,1,4,0)
    30        1:1        1:1       0.691 (47,2,3,12,1,1,3,1,0)
    31        1:1        3:3   +   0.499 (19,4,4,1,1,1,1,3,0)
    32        1:1        3:3   +   0.552 (35,3,3,2,1,0,2,2,0)
    33        1:1        3:3   +   0.501 (31,3,3,1,1,0,3,4,0)
    34        1:1        1:1       0.762 (40,1,1,2,1,0,3,4,0)
    35        2:2        2:2       0.56 (36,4,4,3,1,1,3,3,0)
    36        2:2        1:1   +   0.863 (47,3,4,11,1,0,2,3,0)
    37        2:2        1:1   +   0.602 (26,1,1,2,1,1,3,4,0)
    38        2:2        3:3   +   0.66 (27,3,3,2,1,1,3,4,0)
    39        2:2        3:3   +   0.568 (40,4,4,3,1,1,1,4,0)
    40        2:2        3:3   +   0.632 (21,2,2,1,1,1,3,2,0)
    41        2:2        3:3   +   0.549 (38,4,4,3,1,0,1,4,0)
    42        2:2        1:1   +   0.431 (21,4,4,1,1,1,2,1,0)
    43        2:2        1:1   +   0.373 (21,4,4,1,1,1,1,4,0)
    44        2:2        1:1   +   0.568 (32,2,1,5,1,0,2,2,0)
    45        2:2        1:1   +   0.437 (43,3,4,2,1,0,2,4,0)
    46        2:2        1:1   +   0.574 (35,2,2,6,1,1,3,4,0)
    47        2:2        2:2       0.431 (44,3,4,6,1,1,3,2,0)
    48        2:2        2:2       0.511 (48,4,4,6,0,1,2,4,0)
    49        2:2        3:3   +   0.512 (32,4,4,3,0,1,3,3,0)
    50        2:2        2:2       0.503 (39,4,4,3,0,0,1,4,0)
    51        2:2        1:1   +   0.407 (49,3,4,4,1,1,3,4,0)
    52        2:2        3:3   +   0.516 (39,4,4,5,1,1,2,4,0)
    53        2:2        1:1   +   0.746 (49,3,3,11,1,1,1,4,0)
    54        2:2        2:2       0.47 (30,3,4,2,1,1,1,4,0)
    55        2:2        2:2       0.511 (39,4,4,3,0,1,2,4,0)
    56        2:2        2:2       0.6 (26,4,4,1,1,0,1,3,0)
    57        2:2        2:2       0.506 (48,4,3,7,1,0,2,4,0)
    58        2:2        2:2       0.681 (42,4,4,6,1,1,1,3,0)
    59        2:2        1:1   +   0.474 (28,2,1,2,1,0,3,3,0)
    60        2:2        3:3   +   0.532 (44,4,4,3,1,0,1,4,0)
    61        2:2        1:1   +   0.482 (36,3,4,7,1,1,2,2,0)
    62        2:2        2:2       0.425 (22,4,4,1,1,1,1,3,0)
    63        2:2        1:1   +   0.612 (18,3,4,1,1,1,3,4,0)
    64        2:2        3:3   +   0.673 (33,3,3,5,1,1,3,4,0)
    65        2:2        3:3   +   0.549 (25,4,4,2,1,1,2,4,0)
    66        2:2        2:2       0.645 (44,4,4,4,1,0,2,3,0)
    67        2:2        2:2       0.585 (39,4,4,3,0,1,1,4,0)
    68        3:3        3:3       0.461 (30,4,4,3,0,0,2,4,0)
    69        3:3        3:3       0.507 (25,2,4,2,1,1,2,4,0)
    70        3:3        3:3       0.712 (29,2,4,2,1,1,3,2,0)
    71        3:3        3:3       0.504 (22,4,4,1,1,1,3,3,0)
    72        3:3        3:3       0.759 (30,2,2,2,1,1,3,2,0)
    73        3:3        3:3       0.44 (27,4,4,2,1,1,3,4,0)
    74        3:3        2:2   +   0.398 (21,4,4,1,0,1,2,4,0)
    75        3:3        3:3       0.42 (27,2,4,4,1,1,3,4,0)
    76        3:3        3:3       0.687 (25,2,2,1,1,1,3,3,0)
    77        3:3        3:3       0.442 (26,4,4,1,0,0,2,4,0)
    78        3:3        3:3       0.736 (27,3,3,1,1,0,3,3,0)
    79        3:3        3:3       0.722 (27,3,3,3,1,1,2,3,0)
    80        3:3        3:3       0.783 (21,3,3,1,1,1,2,2,0)
    81        3:3        3:3       0.761 (32,2,3,4,1,1,3,2,0)
    82        3:3        3:3       0.785 (30,3,3,3,1,0,3,2,0)
    83        3:3        3:3       0.73 (24,3,3,3,1,0,2,1,0)
    84        3:3        3:3       0.632 (34,2,4,6,1,1,3,3,0)
    85        3:3        1:1   +   0.405 (42,2,4,6,1,1,2,4,0)
    86        3:3        3:3       0.496 (32,4,3,3,1,1,2,4,0)
    87        3:3        2:2   +   0.617 (32,4,4,4,1,1,1,3,0)
    88        3:3        3:3       0.447 (24,3,4,1,1,1,3,4,0)
    89        3:3        3:3       0.549 (25,4,4,2,1,1,2,4,0)
    90        3:3        3:3       0.647 (27,3,4,4,1,1,3,3,0)
    91        3:3        2:2   +   0.427 (26,4,4,3,1,1,3,4,0)
    92        3:3        3:3       0.615 (20,2,3,1,1,1,2,1,0)
    93        3:3        2:2   +   0.465 (37,4,4,6,1,0,3,4,0)
    94        3:3        2:2   +   0.4 (38,3,3,2,0,1,3,4,0)
    95        3:3        1:1   +   0.484 (22,1,2,3,1,1,3,1,1)
    96        3:3        2:2   +   0.49 (37,4,4,3,0,1,3,4,0)
    97        3:3        3:3       0.755 (22,2,2,3,1,0,3,3,0)
    98        3:3        3:3       0.715 (29,1,2,1,1,1,3,3,0)
    99        3:3        3:3       0.644 (31,3,4,5,1,1,3,1,0)
   100        3:3        1:1   +   0.382 (35,2,4,6,1,1,3,4,0)
   101        3:3        3:3       0.444 (30,4,4,1,1,1,1,4,0)
   102        3:3        3:3       0.381 (29,3,4,5,1,1,1,2,0)
   103        3:3        3:3       0.478 (24,3,4,3,1,1,1,4,0)
   104        3:3        3:3       0.453 (26,4,4,1,1,0,2,4,0)
   105        3:3        3:3       0.401 (26,2,4,3,1,1,3,4,0)
   106        3:3        3:3       0.718 (29,2,4,3,1,1,3,3,0)
   107        3:3        3:3       0.693 (22,3,4,1,1,1,3,3,0)
   108        3:3        3:3       0.713 (25,4,3,2,1,1,3,3,0)
   109        3:3        2:2   +   0.621 (34,4,3,3,0,1,2,4,0)
   110        3:3        3:3       0.722 (29,2,4,4,1,1,3,2,0)
   111        3:3        3:3       0.567 (25,2,4,3,1,1,3,2,0)
   112        3:3        3:3       0.505 (27,2,2,5,1,1,3,1,0)
   113        3:3        1:1   +   0.402 (39,4,3,1,1,0,2,2,0)
   114        3:3        3:3       0.57 (28,4,4,1,1,1,2,4,0)
   115        3:3        3:3       0.636 (29,2,3,5,1,1,2,4,0)
   116        3:3        1:1   +   0.436 (21,3,4,1,1,0,3,4,0)
   117        3:3        3:3       0.741 (30,3,4,3,1,1,3,3,0)
   118        3:3        1:1   +   0.549 (20,2,2,2,1,1,3,2,1)
     1        1:1        3:3   +   0.769 (25,3,3,1,1,1,2,2,0)
     2        1:1        1:1       0.504 (25,2,2,2,1,1,3,1,0)
     3        1:1        3:3   +   0.593 (16,3,4,1,1,1,3,3,0)
     4        1:1        3:3   +   0.659 (24,3,4,1,1,0,3,3,0)
     5        1:1        3:3   +   0.568 (29,3,4,2,1,1,1,3,0)
     6        1:1        1:1       0.457 (23,4,4,1,1,0,3,3,0)
     7        1:1        3:3   +   0.733 (26,1,3,1,1,1,3,1,0)
     8        1:1        1:1       0.905 (22,4,4,0,1,0,2,4,0)
     9        1:1        1:1       0.867 (29,2,4,0,1,0,3,4,0)
    10        1:1        3:3   +   0.569 (25,4,4,1,1,1,1,4,0)
    11        1:1        1:1       0.811 (37,3,4,0,1,1,3,4,0)
    12        1:1        3:3   +   0.781 (21,2,2,1,1,1,3,2,0)
    13        1:1        2:2   +   0.575 (35,4,4,3,1,1,1,4,0)
    14        1:1        1:1       0.778 (47,2,4,2,1,1,3,2,1)
    15        1:1        1:1       0.783 (29,3,2,0,1,1,2,2,0)
    16        1:1        3:3   +   0.719 (22,2,4,4,1,1,3,4,0)
    17        1:1        1:1       0.822 (21,2,3,0,1,1,3,4,0)
    18        1:1        2:2   +   0.429 (48,3,4,4,0,1,2,4,0)
    19        1:1        3:3   +   0.731 (27,3,3,4,1,1,2,4,0)
    20        1:1        3:3   +   0.464 (20,3,4,2,1,1,3,2,0)
    21        1:1        3:3   +   0.547 (18,3,2,1,1,1,3,1,0)
    22        1:1        2:2   +   0.481 (32,4,4,3,1,1,1,4,0)
    23        1:1        1:1       0.534 (49,3,4,9,1,1,1,4,0)
    24        1:1        3:3   +   0.619 (38,1,3,4,1,0,2,2,0)
    25        1:1        1:1       0.43 (28,4,4,1,0,1,1,3,0)
    26        1:1        1:1       0.48 (38,2,2,6,1,1,3,4,0)
    27        1:1        1:1       0.892 (25,4,4,0,0,1,2,4,0)
    28        1:1        2:2   +   0.508 (49,4,4,6,0,0,1,4,0)
    29        1:1        1:1       0.827 (43,1,2,1,1,1,3,4,1)
    30        1:1        1:1       0.794 (47,1,1,1,1,1,3,4,0)
    31        1:1        3:3   +   0.435 (49,4,4,4,1,1,3,4,0)
    32        1:1        3:3   +   0.683 (25,3,3,1,1,1,3,1,0)
    33        1:1        3:3   +   0.43 (35,2,3,8,1,1,3,2,0)
    34        1:1        2:2   +   0.517 (43,4,4,3,0,1,2,4,0)
    35        2:2        3:3   +   0.363 (24,4,4,1,0,1,2,3,0)
    36        2:2        3:3   +   0.447 (33,3,4,2,1,1,1,4,0)
    37        2:2        3:3   +   0.461 (32,4,4,2,1,0,1,4,0)
    38        2:2        3:3   +   0.47 (31,4,2,2,0,1,1,3,0)
    39        2:2        1:1   +   0.479 (23,4,4,1,1,1,1,2,0)
    40        2:2        3:3   +   0.501 (27,4,4,1,1,0,3,3,0)
    41        2:2        2:2       0.586 (33,4,4,4,1,1,1,4,0)
    42        2:2        2:2       0.435 (24,4,4,1,1,0,1,4,0)
    43        2:2        3:3   +   0.594 (37,4,4,5,1,1,3,4,0)
    44        2:2        2:2       0.618 (42,4,3,7,1,0,1,4,0)
    45        2:2        3:3   +   0.776 (35,3,3,4,1,1,3,2,0)
    46        2:2        3:3   +   0.445 (25,2,3,1,1,0,4,4,0)
    47        2:2        1:1   +   0.682 (19,4,4,1,1,1,2,3,0)
    48        2:2        2:2       0.606 (32,4,4,4,0,0,2,4,0)
    49        2:2        2:2       0.502 (35,4,4,5,1,1,2,4,0)
    50        2:2        2:2       0.487 (36,4,4,3,1,0,2,4,0)
    51        2:2        3:3   +   0.655 (25,2,4,3,1,1,1,4,1)
    52        2:2        3:3   +   0.598 (26,2,2,4,1,1,3,4,0)
    53        2:2        2:2       0.522 (32,4,4,4,1,1,2,4,0)
    54        2:2        3:3   +   0.478 (40,3,4,2,0,1,3,4,0)
    55        2:2        3:3   +   0.708 (25,3,4,3,1,1,2,3,0)
    56        2:2        2:2       0.607 (39,4,4,3,1,1,1,4,0)
    57        2:2        1:1   +   0.399 (29,4,4,1,1,0,2,4,0)
    58        2:2        3:3   +   0.385 (26,4,4,1,0,1,2,4,0)
    59        2:2        3:3   +   0.525 (44,2,4,4,1,1,3,3,0)
    60        2:2        3:3   +   0.365 (27,3,3,1,0,0,2,4,0)
    61        2:2        3:3   +   0.683 (40,2,3,6,1,1,1,2,0)
    62        2:2        3:3   +   0.441 (17,4,4,1,1,1,2,4,0)
    63        2:2        2:2       0.578 (45,3,3,5,0,1,1,3,0)
    64        2:2        2:2       0.659 (45,3,3,7,1,1,3,4,0)
    65        2:2        2:2       0.671 (36,4,4,4,0,0,1,4,0)
    66        2:2        3:3   +   0.55 (25,4,4,2,0,1,1,3,0)
    67        2:2        3:3   +   0.679 (35,2,4,4,0,1,3,2,0)
    68        3:3        3:3       0.419 (36,2,4,11,1,1,1,4,1)
    69        3:3        3:3       0.593 (26,3,3,2,1,0,2,2,0)
    70        3:3        3:3       0.896 (29,2,3,4,1,1,2,1,0)
    71        3:3        2:2   +   0.603 (37,4,4,6,1,1,1,4,0)
    72        3:3        3:3       0.408 (33,2,2,7,1,0,2,3,0)
    73        3:3        3:3       0.603 (35,4,3,2,0,1,3,4,0)
    74        3:3        3:3       0.792 (25,3,3,1,1,1,2,1,0)
    75        3:3        3:3       0.707 (27,2,2,5,1,1,3,3,0)
    76        3:3        2:2   +   0.607 (45,4,4,3,1,1,1,4,0)
    77        3:3        1:1   +   0.576 (19,4,4,1,1,1,2,4,0)
    78        3:3        2:2   +   0.649 (33,3,4,8,1,1,3,4,0)
    79        3:3        3:3       0.73 (29,3,3,2,1,1,3,2,0)
    80        3:3        3:3       0.42 (46,3,4,9,1,1,3,4,0)
    81        3:3        3:3       0.739 (23,3,3,1,1,1,2,2,0)
    82        3:3        3:3       0.707 (22,2,4,2,1,1,3,2,0)
    83        3:3        2:2   +   0.429 (40,3,4,3,1,0,1,4,0)
    84        3:3        3:3       0.469 (32,3,4,5,0,1,3,4,0)
    85        3:3        3:3       0.74 (29,3,3,4,1,1,3,4,0)
    86        3:3        3:3       0.71 (26,2,4,3,1,1,3,4,0)
    87        3:3        1:1   +   0.778 (39,1,2,2,1,0,2,4,0)
    88        3:3        2:2   +   0.575 (35,4,4,3,1,1,1,4,0)
    89        3:3        3:3       0.602 (25,4,4,3,1,1,1,4,0)
    90        3:3        3:3       0.757 (30,2,2,6,1,0,2,3,0)
    91        3:3        3:3       0.481 (26,3,4,2,1,1,1,3,0)
    92        3:3        2:2   +   0.507 (31,4,4,5,1,0,1,4,0)
    93        3:3        2:2   +   0.522 (35,4,4,2,1,0,1,4,0)
    94        3:3        3:3       0.789 (26,3,3,3,1,1,3,3,0)
    95        3:3        2:2   +   0.471 (33,4,4,5,1,1,1,4,0)
    96        3:3        3:3       0.618 (30,3,4,3,1,1,3,4,0)
    97        3:3        3:3       0.676 (23,4,3,1,1,1,2,2,0)
    98        3:3        3:3       0.583 (35,2,3,6,1,0,3,3,0)
    99        3:3        1:1   +   0.575 (23,3,2,2,1,0,3,2,0)
   100        3:3        3:3       0.562 (27,3,4,4,1,1,3,4,0)
   101        3:3        3:3       0.507 (27,3,4,2,1,1,1,3,0)
   102        3:3        2:2   +   0.492 (34,4,4,2,0,0,2,4,0)
   103        3:3        3:3       0.567 (38,4,4,2,1,1,3,4,0)
   104        3:3        3:3       0.544 (23,3,4,1,1,1,2,3,0)
   105        3:3        2:2   +   0.507 (32,4,4,3,1,0,1,4,0)
   106        3:3        3:3       0.448 (41,4,4,1,1,1,3,3,0)
   107        3:3        3:3       0.52 (24,1,2,3,1,1,3,2,0)
   108        3:3        2:2   +   0.488 (36,2,3,7,1,1,3,3,0)
   109        3:3        2:2   +   0.62 (38,3,4,7,1,1,3,2,0)
   110        3:3        1:1   +   0.859 (17,2,2,0,1,0,3,2,0)
   111        3:3        1:1   +   0.557 (48,3,4,3,1,1,2,3,0)
   112        3:3        3:3       0.61 (28,3,3,2,0,1,2,3,0)
   113        3:3        2:2   +   0.54 (29,4,4,3,1,0,1,4,0)
   114        3:3        2:2   +   0.581 (36,1,1,5,1,1,3,3,0)
   115        3:3        2:2   +   0.667 (41,3,3,7,0,1,2,4,0)
   116        3:3        2:2   +   0.693 (43,3,3,8,1,1,1,3,0)
   117        3:3        3:3       0.617 (21,1,3,1,1,1,3,3,1)
   118        3:3        3:3       0.612 (25,4,4,1,0,1,3,3,0)
     1        1:1        2:2   +   0.52 (26,4,4,2,1,1,1,3,0)
     2        1:1        3:3   +   0.59 (25,4,4,2,1,1,3,2,0)
     3        1:1        1:1       0.802 (49,1,2,5,1,0,2,2,1)
     4        1:1        3:3   +   0.44 (28,1,4,2,1,0,2,3,0)
     5        1:1        3:3   +   0.466 (27,4,4,3,1,1,1,4,0)
     6        1:1        1:1       0.475 (43,3,4,10,1,1,3,3,0)
     7        1:1        1:1       0.684 (25,3,3,0,1,1,3,4,0)
     8        1:1        1:1       0.866 (42,4,4,0,0,0,3,4,0)
     9        1:1        1:1       0.835 (32,3,4,0,1,1,3,4,0)
    10        1:1        3:3   +   0.417 (21,4,4,1,1,1,3,3,0)
    11        1:1        1:1       0.42 (45,3,4,3,0,1,3,4,0)
    12        1:1        1:1       0.776 (36,2,2,0,0,0,3,3,0)
    13        1:1        3:3   +   0.456 (28,4,4,2,1,1,1,3,0)
    14        1:1        3:3   +   0.401 (44,1,2,2,1,1,2,4,0)
    15        1:1        1:1       0.646 (22,2,2,1,1,1,3,1,1)
    16        1:1        3:3   +   0.618 (24,2,2,3,1,1,2,4,0)
    17        1:1        2:2   +   0.551 (44,4,4,3,1,0,1,4,1)
    18        1:1        3:3   +   0.507 (29,1,2,7,1,1,2,4,0)
    19        1:1        1:1       0.747 (21,3,3,0,1,1,2,2,0)
    20        1:1        3:3   +   0.803 (28,3,3,5,1,1,3,3,0)
    21        1:1        3:3   +   0.408 (47,2,3,5,1,1,1,1,0)
    22        1:1        2:2   +   0.487 (30,3,4,5,1,1,1,4,0)
    23        1:1        1:1       0.685 (31,4,4,0,0,0,2,4,0)
    24        1:1        3:3   +   0.578 (30,4,4,3,1,0,2,4,0)
    25        1:1        3:3   +   0.653 (25,2,3,2,1,1,3,2,0)
    26        1:1        3:3   +   0.77 (23,3,3,6,1,1,3,3,0)
    27        1:1        3:3   +   0.524 (26,3,4,1,0,1,2,2,0)
    28        1:1        1:1       0.455 (23,4,4,1,1,1,2,3,0)
    29        1:1        3:3   +   0.677 (23,2,2,2,1,1,3,3,0)
