

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working?,Husbands_occupation,Standard-of-living_index,Media_exposure)
    75        3:3        2:2   +   0.65 (35,4,4,4,1,1,1,4,0)
    76        3:3        3:3       0.482 (35,3,4,4,1,0,1,4,0)
    77        3:3        3:3       0.482 (24,3,4,2,1,1,3,3,0)
    78        3:3        2:2   +   0.65 (27,4,4,4,1,1,3,3,0)
    79        3:3        3:3       0.482 (24,3,3,2,1,1,3,3,0)
    80        3:3        2:2   +   0.65 (44,4,4,4,0,1,2,3,0)
    81        3:3        3:3       0.482 (29,2,4,4,1,0,2,4,0)
    82        3:3        3:3       0.482 (35,3,4,5,1,1,1,4,0)
    83        3:3        3:3       0.482 (24,2,4,2,1,1,1,4,0)
    84        3:3        3:3       0.482 (27,2,2,3,1,1,2,2,1)
    85        3:3        3:3       0.482 (23,4,4,2,1,0,2,4,0)
    86        3:3        3:3       0.482 (24,2,4,3,1,1,3,3,0)
    87        3:3        2:2   +   0.65 (28,4,4,4,1,1,3,4,0)
    88        3:3        3:3       0.482 (31,3,3,3,1,1,3,1,1)
    89        3:3        3:3       0.482 (29,1,3,5,1,1,3,3,0)
    90        3:3        3:3       0.482 (36,4,4,2,1,0,1,4,0)
    91        3:3        3:3       0.482 (36,4,4,3,0,0,2,4,0)
    92        3:3        3:3       0.482 (30,4,4,2,1,1,1,4,0)
    93        3:3        3:3       0.482 (37,4,4,5,0,0,2,4,0)
    94        3:3        2:2   +   0.65 (28,4,4,4,1,1,2,3,0)
    95        3:3        3:3       0.482 (29,2,3,3,1,0,3,2,0)
    96        3:3        3:3       0.482 (35,4,4,3,0,1,3,4,0)
    97        3:3        2:2   +   0.65 (36,4,4,4,0,1,1,4,0)
    98        3:3        3:3       0.482 (36,4,4,3,1,1,1,4,0)
    99        3:3        3:3       0.482 (43,4,4,3,1,1,1,4,0)
   100        3:3        3:3       0.482 (29,3,4,4,1,0,1,3,0)
   101        3:3        3:3       0.482 (43,4,4,3,1,1,1,4,0)
   102        3:3        3:3       0.482 (24,4,4,1,1,1,2,3,0)
   103        3:3        3:3       0.482 (36,4,4,3,0,1,3,4,0)
   104        3:3        3:3       0.482 (29,3,4,5,1,1,3,3,0)
   105        3:3        3:3       0.482 (27,2,4,1,1,1,3,3,0)
   106        3:3        3:3       0.482 (29,3,4,3,1,1,3,2,0)
   107        3:3        3:3       0.482 (30,4,4,1,1,0,3,2,0)
   108        3:3        3:3       0.482 (21,3,4,2,1,1,3,3,0)
   109        3:3        3:3       0.482 (35,3,4,4,1,1,1,4,0)
   110        3:3        3:3       0.482 (26,2,4,3,1,1,1,3,0)
   111        3:3        3:3       0.482 (30,3,4,3,1,1,2,3,0)
   112        3:3        3:3       0.482 (26,2,3,2,1,1,3,3,0)
   113        3:3        3:3       0.482 (23,4,3,2,1,0,2,3,0)
   114        3:3        3:3       0.482 (21,3,3,1,1,1,3,1,0)
   115        3:3        3:3       0.482 (34,2,4,4,1,1,3,3,0)
   116        3:3        3:3       0.482 (21,3,3,1,0,1,3,2,0)
   117        3:3        3:3       0.482 (25,3,4,2,1,0,2,4,0)
   118        3:3        3:3       0.482 (26,3,4,4,1,1,2,4,0)
     1        1:1        3:3   +   0.482 (28,4,4,5,1,1,1,4,0)
     2        1:1        3:3   +   0.482 (39,3,4,3,1,1,1,4,0)
     3        1:1        3:3   +   0.482 (48,3,4,11,1,1,1,4,0)
     4        1:1        3:3   +   0.482 (44,1,2,2,1,1,3,1,0)
     5        1:1        3:3   +   0.482 (38,2,2,10,1,1,3,2,0)
     6        1:1        1:1       0.957 (25,2,3,0,1,1,2,4,0)
     7        1:1        3:3   +   0.482 (30,2,3,1,1,1,2,1,0)
     8        1:1        3:3   +   0.482 (26,2,4,3,1,1,3,4,0)
     9        1:1        1:1       0.957 (45,3,4,0,1,1,1,3,0)
    10        1:1        1:1       0.957 (20,3,4,0,1,1,3,3,0)
    11        1:1        3:3   +   0.482 (26,2,3,1,1,0,4,4,0)
    12        1:1        1:1       0.957 (19,4,4,0,0,1,3,4,0)
    13        1:1        1:1       0.957 (21,2,4,0,1,1,2,2,0)
    14        1:1        1:1       0.536 (49,1,2,8,1,1,3,1,1)
    15        1:1        1:1       0.957 (22,2,1,0,1,1,2,2,0)
    16        1:1        1:1       0.536 (39,2,2,5,1,0,3,2,1)
    17        1:1        1:1       0.714 (49,3,4,6,1,1,1,4,0)
    18        1:1        1:1       1 (30,1,3,1,1,1,3,4,0)
    19        1:1        1:1       0.536 (44,1,3,4,1,1,3,3,1)
    20        1:1        3:3   +   0.482 (25,3,3,1,1,1,3,4,0)
    21        1:1        3:3   +   0.482 (48,4,4,1,0,1,1,4,0)
    22        1:1        1:1       0.957 (27,3,4,0,1,0,3,3,0)
    23        1:1        2:2   +   0.634 (24,4,4,4,1,1,1,4,0)
    24        1:1        3:3   +   0.482 (34,1,3,4,1,0,3,4,0)
    25        1:1        3:3   +   0.482 (38,1,2,12,1,1,2,3,0)
    26        1:1        1:1       0.536 (46,1,2,3,1,1,2,1,1)
    27        1:1        3:3   +   0.482 (45,2,3,11,1,1,2,3,0)
    28        1:1        3:3   +   0.482 (43,4,4,6,1,1,1,3,0)
    29        1:1        3:3   +   0.482 (47,4,4,1,1,1,1,4,0)
    30        1:1        3:3   +   0.482 (47,2,3,12,1,1,3,1,0)
    31        1:1        3:3   +   0.482 (19,4,4,1,1,1,1,3,0)
    32        1:1        3:3   +   0.482 (35,3,3,2,1,0,2,2,0)
    33        1:1        3:3   +   0.482 (31,3,3,1,1,0,3,4,0)
    34        1:1        3:3   +   0.482 (40,1,1,2,1,0,3,4,0)
    35        2:2        3:3   +   0.482 (36,4,4,3,1,1,3,3,0)
    36        2:2        3:3   +   0.482 (47,3,4,11,1,0,2,3,0)
    37        2:2        3:3   +   0.482 (26,1,1,2,1,1,3,4,0)
    38        2:2        3:3   +   0.482 (27,3,3,2,1,1,3,4,0)
    39        2:2        3:3   +   0.482 (40,4,4,3,1,1,1,4,0)
    40        2:2        3:3   +   0.482 (21,2,2,1,1,1,3,2,0)
    41        2:2        3:3   +   0.482 (38,4,4,3,1,0,1,4,0)
    42        2:2        3:3   +   0.482 (21,4,4,1,1,1,2,1,0)
    43        2:2        3:3   +   0.482 (21,4,4,1,1,1,1,4,0)
    44        2:2        3:3   +   0.482 (32,2,1,5,1,0,2,2,0)
    45        2:2        3:3   +   0.482 (43,3,4,2,1,0,2,4,0)
    46        2:2        3:3   +   0.482 (35,2,2,6,1,1,3,4,0)
    47        2:2        3:3   +   0.482 (44,3,4,6,1,1,3,2,0)
    48        2:2        3:3   +   0.482 (48,4,4,6,0,1,2,4,0)
    49        2:2        3:3   +   0.482 (32,4,4,3,0,1,3,3,0)
    50        2:2        3:3   +   0.482 (39,4,4,3,0,0,1,4,0)
    51        2:2        1:1   +   0.714 (49,3,4,4,1,1,3,4,0)
    52        2:2        3:3   +   0.482 (39,4,4,5,1,1,2,4,0)
    53        2:2        1:1   +   0.714 (49,3,3,11,1,1,1,4,0)
    54        2:2        3:3   +   0.482 (30,3,4,2,1,1,1,4,0)
    55        2:2        3:3   +   0.482 (39,4,4,3,0,1,2,4,0)
    56        2:2        3:3   +   0.482 (26,4,4,1,1,0,1,3,0)
    57        2:2        3:3   +   0.482 (48,4,3,7,1,0,2,4,0)
    58        2:2        3:3   +   0.482 (42,4,4,6,1,1,1,3,0)
    59        2:2        3:3   +   0.482 (28,2,1,2,1,0,3,3,0)
    60        2:2        3:3   +   0.482 (44,4,4,3,1,0,1,4,0)
    61        2:2        3:3   +   0.482 (36,3,4,7,1,1,2,2,0)
    62        2:2        3:3   +   0.482 (22,4,4,1,1,1,1,3,0)
    63        2:2        3:3   +   0.482 (18,3,4,1,1,1,3,4,0)
    64        2:2        3:3   +   0.482 (33,3,3,5,1,1,3,4,0)
    65        2:2        3:3   +   0.482 (25,4,4,2,1,1,2,4,0)
    66        2:2        2:2       0.634 (44,4,4,4,1,0,2,3,0)
    67        2:2        3:3   +   0.482 (39,4,4,3,0,1,1,4,0)
    68        3:3        3:3       0.482 (30,4,4,3,0,0,2,4,0)
    69        3:3        3:3       0.482 (25,2,4,2,1,1,2,4,0)
    70        3:3        3:3       0.482 (29,2,4,2,1,1,3,2,0)
    71        3:3        3:3       0.482 (22,4,4,1,1,1,3,3,0)
    72        3:3        3:3       0.482 (30,2,2,2,1,1,3,2,0)
    73        3:3        3:3       0.482 (27,4,4,2,1,1,3,4,0)
    74        3:3        3:3       0.482 (21,4,4,1,0,1,2,4,0)
    75        3:3        3:3       0.482 (27,2,4,4,1,1,3,4,0)
    76        3:3        3:3       0.482 (25,2,2,1,1,1,3,3,0)
    77        3:3        3:3       0.482 (26,4,4,1,0,0,2,4,0)
    78        3:3        3:3       0.482 (27,3,3,1,1,0,3,3,0)
    79        3:3        3:3       0.482 (27,3,3,3,1,1,2,3,0)
    80        3:3        3:3       0.482 (21,3,3,1,1,1,2,2,0)
    81        3:3        3:3       0.482 (32,2,3,4,1,1,3,2,0)
    82        3:3        3:3       0.482 (30,3,3,3,1,0,3,2,0)
    83        3:3        3:3       0.482 (24,3,3,3,1,0,2,1,0)
    84        3:3        3:3       0.482 (34,2,4,6,1,1,3,3,0)
    85        3:3        3:3       0.482 (42,2,4,6,1,1,2,4,0)
    86        3:3        3:3       0.482 (32,4,3,3,1,1,2,4,0)
    87        3:3        2:2   +   0.634 (32,4,4,4,1,1,1,3,0)
    88        3:3        3:3       0.482 (24,3,4,1,1,1,3,4,0)
    89        3:3        3:3       0.482 (25,4,4,2,1,1,2,4,0)
    90        3:3        3:3       0.482 (27,3,4,4,1,1,3,3,0)
    91        3:3        3:3       0.482 (26,4,4,3,1,1,3,4,0)
    92        3:3        3:3       0.482 (20,2,3,1,1,1,2,1,0)
    93        3:3        3:3       0.482 (37,4,4,6,1,0,3,4,0)
    94        3:3        3:3       0.482 (38,3,3,2,0,1,3,4,0)
    95        3:3        1:1   +   0.536 (22,1,2,3,1,1,3,1,1)
    96        3:3        3:3       0.482 (37,4,4,3,0,1,3,4,0)
    97        3:3        3:3       0.482 (22,2,2,3,1,0,3,3,0)
    98        3:3        1:1   +   1 (29,1,2,1,1,1,3,3,0)
    99        3:3        3:3       0.482 (31,3,4,5,1,1,3,1,0)
   100        3:3        3:3       0.482 (35,2,4,6,1,1,3,4,0)
   101        3:3        3:3       0.482 (30,4,4,1,1,1,1,4,0)
   102        3:3        3:3       0.482 (29,3,4,5,1,1,1,2,0)
   103        3:3        3:3       0.482 (24,3,4,3,1,1,1,4,0)
   104        3:3        3:3       0.482 (26,4,4,1,1,0,2,4,0)
   105        3:3        3:3       0.482 (26,2,4,3,1,1,3,4,0)
   106        3:3        3:3       0.482 (29,2,4,3,1,1,3,3,0)
   107        3:3        3:3       0.482 (22,3,4,1,1,1,3,3,0)
   108        3:3        3:3       0.482 (25,4,3,2,1,1,3,3,0)
   109        3:3        3:3       0.482 (34,4,3,3,0,1,2,4,0)
   110        3:3        3:3       0.482 (29,2,4,4,1,1,3,2,0)
   111        3:3        3:3       0.482 (25,2,4,3,1,1,3,2,0)
   112        3:3        3:3       0.482 (27,2,2,5,1,1,3,1,0)
   113        3:3        3:3       0.482 (39,4,3,1,1,0,2,2,0)
   114        3:3        1:1   +   0.667 (28,4,4,1,1,1,2,4,0)
   115        3:3        3:3       0.482 (29,2,3,5,1,1,2,4,0)
   116        3:3        3:3       0.482 (21,3,4,1,1,0,3,4,0)
   117        3:3        3:3       0.482 (30,3,4,3,1,1,3,3,0)
   118        3:3        1:1   +   0.536 (20,2,2,2,1,1,3,2,1)
     1        1:1        3:3   +   0.491 (25,3,3,1,1,1,2,2,0)
     2        1:1        3:3   +   0.491 (25,2,2,2,1,1,3,1,0)
     3        1:1        3:3   +   0.491 (16,3,4,1,1,1,3,3,0)
     4        1:1        3:3   +   0.491 (24,3,4,1,1,0,3,3,0)
     5        1:1        3:3   +   0.491 (29,3,4,2,1,1,1,3,0)
     6        1:1        3:3   +   0.491 (23,4,4,1,1,0,3,3,0)
     7        1:1        3:3   +   0.491 (26,1,3,1,1,1,3,1,0)
     8        1:1        1:1       0.978 (22,4,4,0,1,0,2,4,0)
     9        1:1        1:1       0.978 (29,2,4,0,1,0,3,4,0)
    10        1:1        3:3   +   0.491 (25,4,4,1,1,1,1,4,0)
    11        1:1        1:1       0.978 (37,3,4,0,1,1,3,4,0)
    12        1:1        3:3   +   0.491 (21,2,2,1,1,1,3,2,0)
    13        1:1        2:2   +   0.537 (35,4,4,3,1,1,1,4,0)
    14        1:1        3:3   +   0.491 (47,2,4,2,1,1,3,2,1)
    15        1:1        1:1       0.978 (29,3,2,0,1,1,2,2,0)
    16        1:1        3:3   +   0.491 (22,2,4,4,1,1,3,4,0)
    17        1:1        1:1       0.978 (21,2,3,0,1,1,3,4,0)
    18        1:1        3:3   +   0.491 (48,3,4,4,0,1,2,4,0)
    19        1:1        3:3   +   0.491 (27,3,3,4,1,1,2,4,0)
    20        1:1        3:3   +   0.491 (20,3,4,2,1,1,3,2,0)
    21        1:1        3:3   +   0.491 (18,3,2,1,1,1,3,1,0)
    22        1:1        2:2   +   0.537 (32,4,4,3,1,1,1,4,0)
    23        1:1        3:3   +   0.491 (49,3,4,9,1,1,1,4,0)
    24        1:1        1:1       0.667 (38,1,3,4,1,0,2,2,0)
    25        1:1        3:3   +   0.491 (28,4,4,1,0,1,1,3,0)
    26        1:1        3:3   +   0.491 (38,2,2,6,1,1,3,4,0)
    27        1:1        1:1       0.978 (25,4,4,0,0,1,2,4,0)
    28        1:1        2:2   +   0.667 (49,4,4,6,0,0,1,4,0)
    29        1:1        1:1       0.647 (43,1,2,1,1,1,3,4,1)
    30        1:1        1:1       0.615 (47,1,1,1,1,1,3,4,0)
    31        1:1        3:3   +   0.491 (49,4,4,4,1,1,3,4,0)
    32        1:1        3:3   +   0.491 (25,3,3,1,1,1,3,1,0)
    33        1:1        3:3   +   0.491 (35,2,3,8,1,1,3,2,0)
    34        1:1        3:3   +   0.491 (43,4,4,3,0,1,2,4,0)
    35        2:2        3:3   +   0.491 (24,4,4,1,0,1,2,3,0)
    36        2:2        3:3   +   0.491 (33,3,4,2,1,1,1,4,0)
    37        2:2        3:3   +   0.491 (32,4,4,2,1,0,1,4,0)
    38        2:2        3:3   +   0.491 (31,4,2,2,0,1,1,3,0)
    39        2:2        3:3   +   0.491 (23,4,4,1,1,1,1,2,0)
    40        2:2        3:3   +   0.491 (27,4,4,1,1,0,3,3,0)
    41        2:2        3:3   +   0.491 (33,4,4,4,1,1,1,4,0)
    42        2:2        3:3   +   0.491 (24,4,4,1,1,0,1,4,0)
    43        2:2        3:3   +   0.491 (37,4,4,5,1,1,3,4,0)
    44        2:2        3:3   +   0.491 (42,4,3,7,1,0,1,4,0)
    45        2:2        3:3   +   0.491 (35,3,3,4,1,1,3,2,0)
    46        2:2        3:3   +   0.491 (25,2,3,1,1,0,4,4,0)
    47        2:2        3:3   +   0.491 (19,4,4,1,1,1,2,3,0)
    48        2:2        3:3   +   0.491 (32,4,4,4,0,0,2,4,0)
    49        2:2        3:3   +   0.491 (35,4,4,5,1,1,2,4,0)
    50        2:2        3:3   +   0.491 (36,4,4,3,1,0,2,4,0)
    51        2:2        2:2       0.537 (25,2,4,3,1,1,1,4,1)
    52        2:2        3:3   +   0.491 (26,2,2,4,1,1,3,4,0)
    53        2:2        3:3   +   0.491 (32,4,4,4,1,1,2,4,0)
    54        2:2        3:3   +   0.491 (40,3,4,2,0,1,3,4,0)
    55        2:2        3:3   +   0.491 (25,3,4,3,1,1,2,3,0)
    56        2:2        2:2       0.537 (39,4,4,3,1,1,1,4,0)
    57        2:2        3:3   +   0.491 (29,4,4,1,1,0,2,4,0)
    58        2:2        3:3   +   0.491 (26,4,4,1,0,1,2,4,0)
    59        2:2        3:3   +   0.491 (44,2,4,4,1,1,3,3,0)
    60        2:2        3:3   +   0.491 (27,3,3,1,0,0,2,4,0)
    61        2:2        3:3   +   0.491 (40,2,3,6,1,1,1,2,0)
    62        2:2        3:3   +   0.491 (17,4,4,1,1,1,2,4,0)
    63        2:2        3:3   +   0.491 (45,3,3,5,0,1,1,3,0)
    64        2:2        3:3   +   0.491 (45,3,3,7,1,1,3,4,0)
    65        2:2        3:3   +   0.491 (36,4,4,4,0,0,1,4,0)
    66        2:2        3:3   +   0.491 (25,4,4,2,0,1,1,3,0)
    67        2:2        3:3   +   0.491 (35,2,4,4,0,1,3,2,0)
    68        3:3        3:3       0.491 (36,2,4,11,1,1,1,4,1)
    69        3:3        3:3       0.491 (26,3,3,2,1,0,2,2,0)
    70        3:3        3:3       0.491 (29,2,3,4,1,1,2,1,0)
    71        3:3        2:2   +   0.667 (37,4,4,6,1,1,1,4,0)
    72        3:3        3:3       0.491 (33,2,2,7,1,0,2,3,0)
    73        3:3        3:3       0.491 (35,4,3,2,0,1,3,4,0)
    74        3:3        3:3       0.491 (25,3,3,1,1,1,2,1,0)
    75        3:3        3:3       0.491 (27,2,2,5,1,1,3,3,0)
    76        3:3        2:2   +   0.537 (45,4,4,3,1,1,1,4,0)
    77        3:3        3:3       0.491 (19,4,4,1,1,1,2,4,0)
    78        3:3        3:3       0.491 (33,3,4,8,1,1,3,4,0)
    79        3:3        3:3       0.491 (29,3,3,2,1,1,3,2,0)
    80        3:3        3:3       0.491 (46,3,4,9,1,1,3,4,0)
    81        3:3        3:3       0.491 (23,3,3,1,1,1,2,2,0)
    82        3:3        3:3       0.491 (22,2,4,2,1,1,3,2,0)
    83        3:3        2:2   +   0.537 (40,3,4,3,1,0,1,4,0)
    84        3:3        3:3       0.491 (32,3,4,5,0,1,3,4,0)
    85        3:3        3:3       0.491 (29,3,3,4,1,1,3,4,0)
    86        3:3        3:3       0.491 (26,2,4,3,1,1,3,4,0)
    87        3:3        1:1   +   0.667 (39,1,2,2,1,0,2,4,0)
    88        3:3        2:2   +   0.537 (35,4,4,3,1,1,1,4,0)
    89        3:3        2:2   +   0.537 (25,4,4,3,1,1,1,4,0)
    90        3:3        3:3       0.491 (30,2,2,6,1,0,2,3,0)
    91        3:3        3:3       0.491 (26,3,4,2,1,1,1,3,0)
    92        3:3        3:3       0.491 (31,4,4,5,1,0,1,4,0)
    93        3:3        3:3       0.491 (35,4,4,2,1,0,1,4,0)
    94        3:3        3:3       0.491 (26,3,3,3,1,1,3,3,0)
    95        3:3        3:3       0.491 (33,4,4,5,1,1,1,4,0)
    96        3:3        3:3       0.491 (30,3,4,3,1,1,3,4,0)
    97        3:3        3:3       0.491 (23,4,3,1,1,1,2,2,0)
    98        3:3        3:3       0.491 (35,2,3,6,1,0,3,3,0)
    99        3:3        3:3       0.491 (23,3,2,2,1,0,3,2,0)
   100        3:3        3:3       0.491 (27,3,4,4,1,1,3,4,0)
   101        3:3        3:3       0.491 (27,3,4,2,1,1,1,3,0)
   102        3:3        3:3       0.491 (34,4,4,2,0,0,2,4,0)
   103        3:3        3:3       0.491 (38,4,4,2,1,1,3,4,0)
   104        3:3        3:3       0.491 (23,3,4,1,1,1,2,3,0)
   105        3:3        2:2   +   0.537 (32,4,4,3,1,0,1,4,0)
   106        3:3        3:3       0.491 (41,4,4,1,1,1,3,3,0)
   107        3:3        3:3       0.491 (24,1,2,3,1,1,3,2,0)
   108        3:3        3:3       0.491 (36,2,3,7,1,1,3,3,0)
   109        3:3        3:3       0.491 (38,3,4,7,1,1,3,2,0)
   110        3:3        1:1   +   0.978 (17,2,2,0,1,0,3,2,0)
   111        3:3        3:3       0.491 (48,3,4,3,1,1,2,3,0)
   112        3:3        3:3       0.491 (28,3,3,2,0,1,2,3,0)
   113        3:3        2:2   +   0.537 (29,4,4,3,1,0,1,4,0)
   114        3:3        3:3       0.491 (36,1,1,5,1,1,3,3,0)
   115        3:3        3:3       0.491 (41,3,3,7,0,1,2,4,0)
   116        3:3        3:3       0.491 (43,3,3,8,1,1,1,3,0)
   117        3:3        1:1   +   0.647 (21,1,3,1,1,1,3,3,1)
   118        3:3        3:3       0.491 (25,4,4,1,0,1,3,3,0)
     1        1:1        3:3   +   0.485 (26,4,4,2,1,1,1,3,0)
     2        1:1        3:3   +   0.485 (25,4,4,2,1,1,3,2,0)
     3        1:1        1:1       0.647 (49,1,2,5,1,0,2,2,1)
     4        1:1        3:3   +   0.485 (28,1,4,2,1,0,2,3,0)
     5        1:1        3:3   +   0.485 (27,4,4,3,1,1,1,4,0)
     6        1:1        3:3   +   0.485 (43,3,4,10,1,1,3,3,0)
     7        1:1        1:1       0.957 (25,3,3,0,1,1,3,4,0)
     8        1:1        1:1       0.957 (42,4,4,0,0,0,3,4,0)
     9        1:1        1:1       0.957 (32,3,4,0,1,1,3,4,0)
    10        1:1        3:3   +   0.485 (21,4,4,1,1,1,3,3,0)
    11        1:1        3:3   +   0.485 (45,3,4,3,0,1,3,4,0)
    12        1:1        1:1       0.957 (36,2,2,0,0,0,3,3,0)
    13        1:1        3:3   +   0.485 (28,4,4,2,1,1,1,3,0)
    14        1:1        3:3   +   0.485 (44,1,2,2,1,1,2,4,0)
    15        1:1        3:3   +   0.485 (22,2,2,1,1,1,3,1,1)
    16        1:1        3:3   +   0.485 (24,2,2,3,1,1,2,4,0)
    17        1:1        3:3   +   0.485 (44,4,4,3,1,0,1,4,1)
    18        1:1        3:3   +   0.485 (29,1,2,7,1,1,2,4,0)
    19        1:1        1:1       0.957 (21,3,3,0,1,1,2,2,0)
    20        1:1        3:3   +   0.485 (28,3,3,5,1,1,3,3,0)
    21        1:1        3:3   +   0.485 (47,2,3,5,1,1,1,1,0)
    22        1:1        3:3   +   0.485 (30,3,4,5,1,1,1,4,0)
    23        1:1        1:1       0.957 (31,4,4,0,0,0,2,4,0)
    24        1:1        3:3   +   0.485 (30,4,4,3,1,0,2,4,0)
    25        1:1        3:3   +   0.485 (25,2,3,2,1,1,3,2,0)
    26        1:1        3:3   +   0.485 (23,3,3,6,1,1,3,3,0)
    27        1:1        3:3   +   0.485 (26,3,4,1,0,1,2,2,0)
    28        1:1        3:3   +   0.485 (23,4,4,1,1,1,2,3,0)
