

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Hair,Feathers,Eggs,Milk,Airborne,Aquatic,Predator,Toothed,Backbone,Breathes,Venomous,Fins,Legs,Tail,Domestic,Catsize,Type)
     1 66:tuatara    81:newt   +   0.333 (0,0,1,0,0,0,1,1,1,1,0,0,4,1,0,0,3)
     2 75:piranha 73:herring   +   0.563 (0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,4)
     3    88:moth 86:housefl   +   0.687 (1,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0,6)
     4 32:pussyca    14:girl   +   0.388 (1,0,0,1,0,0,1,1,1,1,0,0,4,1,1,1,1)
     5 56:skimmer    47:gull   +   0.427 (0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,2)
     6 63:seasnak 62:pitvipe   +   0.442 (0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,3)
     7 87:ladybir 94:lobster   +   0.201 (0,0,1,0,1,0,1,0,0,1,0,0,6,0,0,0,6)
     8    49:kiwi    55:rhea   +   0.316 (0,1,1,0,0,0,1,0,1,1,0,0,2,1,0,0,2)
     1 11:elephan 13:giraffe   +   0.286 (1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1)
     2    31:puma 24:mongoos   +   0.14 (1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1)
     3    55:rhea 53:penguin   +   0.26 (0,1,1,0,0,0,1,0,1,1,0,0,2,1,0,1,2)
     4    23:mole 25:opossum   +   0.615 (1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,0,1)
     5 58:sparrow    61:wren   +   0.252 (0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2)
     6 76:seahors    77:sole   +   0.298 (0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,4)
     7    98:slug   100:worm   +   0.718 (0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7)
     8    20:lion 24:mongoos   +   0.14 (1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1)
     1 46:flaming 51:ostrich   +   0.292 (0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,1,2)
     2 12:fruitba 38:vampire   +   0.661 (1,0,0,1,1,0,0,1,1,1,0,0,2,1,0,0,1)
     3 52:parakee    50:lark   +   0.206 (0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0,2)
     4 73:herring 75:piranha   +   0.542 (0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,4)
     5 30:porpois 36:sealion   +   0.204 (0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1)
     6    90:wasp 85:honeybe   +   0.695 (1,0,1,0,1,0,0,0,0,1,1,0,6,0,0,0,6)
     7 89:termite    83:flea   +   0.678 (0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,6)
     8    82:toad    80:frog   +   0.522 (0,0,1,0,0,1,0,1,1,1,0,0,4,0,0,0,5)
     1    74:pike    79:tuna   +   0.623 (0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,4)
     2 65:tortois 51:ostrich   +   0.254 (0,0,1,0,0,0,0,0,1,1,0,0,4,1,0,1,3)
     3 99:starfis 94:lobster   +   0.638 (0,0,1,0,0,1,1,0,0,0,0,0,5,0,0,0,7)
     4    84:gnat    88:moth   +   0.175 (0,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0,6)
     5    18:hare 17:hamster   +   0.176 (1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,0,1)
     6    57:skua 56:skimmer   +   0.422 (0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,2)
     7    39:vole 17:hamster   +   0.176 (1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,0,1)
     8 54:pheasan 58:sparrow   +   0.245 (0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2)
     1 33:raccoon    20:lion   +   0.119 (1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1)
     2    35:seal 36:sealion   +   0.163 (1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1)
     3    83:flea 89:termite   +   0.656 (0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,6)
     4 38:vampire 12:fruitba   +   0.679 (1,0,0,1,1,0,0,1,1,1,0,0,2,1,0,0,1)
     5 25:opossum    23:mole   +   0.566 (1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,0,1)
     6    80:frog    80:frog       0.685 (0,0,1,0,0,1,1,1,1,1,1,0,4,0,0,0,5)
     7 78:stingra    79:tuna   +   0.237 (0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,4)
     8 37:squirre 12:fruitba   +   0.401 (1,0,0,1,0,0,0,1,1,1,0,0,2,1,0,0,1)
     1    41:wolf    20:lion   +   0.155 (1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1)
     2 28:polecat    20:lion   +   0.155 (1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1)
     3    59:swan 46:flaming   +   0.423 (0,1,1,0,1,1,0,0,1,1,0,0,2,1,0,1,2)
     4    81:newt 66:tuatara   +   0.367 (0,0,1,0,0,1,1,1,1,1,0,0,4,1,0,0,5)
     5    77:sole 76:seahors   +   0.296 (0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,4)
     6    80:frog    82:toad   +   0.359 (0,0,1,0,0,1,1,1,1,1,0,0,4,0,0,0,5)
     7 24:mongoos    20:lion   +   0.155 (1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1)
     8 13:giraffe    26:oryx   +   0.304 (1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1)
     1 27:platypu    22:mink   +   0.568 (1,0,1,1,0,1,1,0,1,1,0,0,4,1,0,1,1)
     2    21:lynx 24:mongoos   +   0.131 (1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1)
     3    79:tuna    74:pike   +   0.65 (0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,4)
     4 19:leopard 24:mongoos   +   0.131 (1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1)
     5    26:oryx 13:giraffe   +   0.299 (1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1)
     6 85:honeybe    90:wasp   +   0.67 (1,0,1,0,1,0,0,0,0,1,1,0,6,0,1,0,6)
     7 60:vulture    48:hawk   +   0.305 (0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,1,2)
     8    61:wren    50:lark   +   0.247 (0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2)
     1 51:ostrich 46:flaming   +   0.308 (0,1,1,0,0,0,0,0,1,1,0,0,2,1,0,1,2)
     2 95:octopus 99:starfis   +   0.562 (0,0,1,0,0,1,1,0,0,0,0,0,8,0,0,1,7)
     3    50:lark 58:sparrow   +   0.266 (0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2)
     4    29:pony    15:goat   +   0.392 (1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,1)
     5 64:slowwor 62:pitvipe   +   0.324 (0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,3)
     6 97:seawasp 99:starfis   +   0.54 (0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,7)
     7 86:housefl    88:moth   +   0.665 (1,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0,6)
     8 94:lobster 99:starfis   +   0.638 (0,0,1,0,0,1,1,0,0,0,0,0,6,0,0,0,7)

